exp,condition,participant,trialno,target,rotation_deg,reachdeviation_deg,phase
4,aiming,d8520c,63,97.5,0,23.2424345886102,rotation
4,aiming,d8520c,64,37.5,0,-22.3311644319277,rotation
4,aiming,d8520c,65,67.5,0,-18.8671651504833,rotation
4,aiming,d8520c,66,112.5,0,-36.852115174652,rotation
4,aiming,d8520c,67,127.5,0,-51.1005213951207,rotation
4,aiming,d8520c,68,52.5,0,-14.0798474524702,rotation
4,aiming,d8520c,69,52.5,0,-21.0307477056899,rotation
4,aiming,d8520c,70,142.5,0,-46.9909155598392,rotation
4,aiming,d8520c,71,67.5,0,-29.4666925223308,rotation
4,aiming,d8520c,72,97.5,0,-26.9071705811725,rotation
4,aiming,d8520c,73,52.5,0,-26.4738047542622,rotation
4,aiming,d8520c,74,67.5,0,-30.8034778952084,rotation
4,aiming,d8520c,75,112.5,0,-11.3623224721385,rotation
4,aiming,d8520c,76,127.5,0,-14.9984052896754,rotation
4,aiming,d8520c,77,97.5,0,-42.9810328659174,rotation
4,aiming,d8520c,78,52.5,0,-21.3650263384161,rotation
4,aiming,d8520c,79,67.5,0,-30.1428986373346,rotation
4,aiming,d8520c,80,142.5,0,-21.8865446097545,rotation
4,aiming,d8520c,81,112.5,0,-18.3271622143664,rotation
4,aiming,d8520c,82,82.5,0,-22.4875362019622,rotation
4,aiming,d8520c,83,127.5,0,-20.7700552590843,rotation
4,aiming,d8520c,84,37.5,0,-26.4818778356271,rotation
4,aiming,d8520c,85,82.5,0,-23.4220919178574,rotation
4,aiming,d8520c,86,127.5,0,-11.4644664169973,rotation
4,aiming,d8520c,87,37.5,0,-20.9955605861934,rotation
4,aiming,d8520c,88,112.5,0,-30.1949212600689,rotation
4,aiming,d8520c,89,112.5,0,-14.9176379723841,rotation
4,aiming,d8520c,90,52.5,0,-37.7221045695363,rotation
4,aiming,d8520c,91,127.5,0,-22.699421396039,rotation
4,aiming,d8520c,92,67.5,0,-34.6862695639477,rotation
4,aiming,d8520c,93,112.5,0,-16.2373094791031,rotation
4,aiming,d8520c,94,52.5,0,-22.7624578011342,rotation
4,aiming,d8520c,95,127.5,0,-22.5921685180505,rotation
4,aiming,d8520c,96,67.5,0,-26.3472960773956,rotation
4,aiming,d8520c,97,112.5,0,-18.3182385306459,rotation
4,aiming,d8520c,98,52.5,0,152.864444918069,rotation
4,aiming,d8520c,99,67.5,0,-36.0653474474416,rotation
4,aiming,d8520c,100,127.5,0,-25.3318026107594,rotation
4,aiming,d8520c,101,97.5,0,-33.3512622783194,rotation
4,aiming,d8520c,102,127.5,0,-30.3906044759005,rotation
4,aiming,d8520c,103,52.5,0,-13.3957992835339,rotation
4,aiming,d8520c,104,82.5,0,-21.7231745094013,rotation
4,aiming,d8520c,105,52.5,0,-37.132444662087,rotation
4,aiming,d8520c,106,67.5,0,-29.9436764001061,rotation
4,aiming,d8520c,107,127.5,0,121.732618535354,rotation
4,aiming,d8520c,108,112.5,0,-23.655090880496,rotation
4,aiming,d8520c,109,52.5,0,-20.9777533633002,rotation
4,aiming,d8520c,110,67.5,0,-37.0508301874866,rotation
4,aiming,d8520c,111,97.5,0,-12.2566342451243,rotation
4,aiming,d8520c,112,142.5,0,-31.9440112913998,rotation
4,aiming,d8520c,113,37.5,0,-24.293444421865,rotation
4,aiming,d8520c,114,67.5,0,-21.6850148011466,rotation
4,aiming,d8520c,115,112.5,0,-21.3786596316592,rotation
4,aiming,d8520c,116,142.5,0,-40.4719729827905,rotation
4,aiming,d8520c,117,52.5,0,-27.2888143526118,rotation
4,aiming,d8520c,118,112.5,0,-8.48368119002319,rotation
4,aiming,d8520c,119,127.5,0,-25.4948930901282,rotation
4,aiming,d8520c,120,67.5,0,-21.6850148011466,rotation
4,aiming,64af31,1,127.5,0,5.34519770968488,baseline
4,aiming,64af31,2,52.5,0,-10.4992338024351,baseline
4,aiming,64af31,3,67.5,0,0.447495079465843,baseline
4,aiming,64af31,4,112.5,0,11.5618913492885,baseline
4,aiming,64af31,5,82.5,0,5.49287397209802,baseline
4,aiming,64af31,6,142.5,0,2.83975217186102,baseline
4,aiming,64af31,7,37.5,0,-2.42582693965318,baseline
4,aiming,64af31,8,97.5,0,10.8969517202268,baseline
4,aiming,64af31,9,82.5,0,4.77808705774526,baseline
4,aiming,64af31,10,97.5,0,8.42045731653445,baseline
4,aiming,64af31,11,142.5,0,11.4464533083025,baseline
4,aiming,64af31,12,37.5,0,-1.43505253748054,baseline
4,aiming,64af31,13,142.5,0,13.4160661867295,baseline
4,aiming,64af31,14,112.5,0,2.7107878918325,baseline
4,aiming,64af31,15,67.5,0,-5.70811800221053,baseline
4,aiming,64af31,16,37.5,0,-0.803477895208409,baseline
4,aiming,64af31,17,142.5,0,4.88078447307613,baseline
4,aiming,64af31,18,97.5,0,9.95044137914745,baseline
4,aiming,64af31,19,37.5,0,-5.93676194057461,baseline
4,aiming,64af31,20,82.5,0,2.46671534307328,baseline
4,aiming,64af31,21,97.5,0,7.62212819115877,rotation
4,aiming,64af31,22,82.5,0,4.18796603435216,rotation
4,aiming,64af31,23,37.5,0,-20.1736951601423,rotation
4,aiming,64af31,24,142.5,0,-3.62040306677348,rotation
4,aiming,64af31,25,52.5,0,-149.281872048895,rotation
4,aiming,64af31,26,127.5,0,165.029706232155,rotation
4,aiming,64af31,27,82.5,0,-3.89364270521506,rotation
4,aiming,64af31,28,97.5,0,-175.702488027887,rotation
4,aiming,64af31,29,37.5,0,-145.037102998078,rotation
4,aiming,64af31,30,82.5,0,-7.61278912631953,rotation
4,aiming,64af31,31,112.5,0,1.4058249763057,rotation
4,aiming,64af31,32,127.5,0,171.589226071647,rotation
4,aiming,64af31,33,112.5,0,-4.36576592811227,rotation
4,aiming,64af31,34,127.5,0,150.178079385782,rotation
4,aiming,64af31,35,67.5,0,-25.840574762474,rotation
4,aiming,64af31,36,52.5,0,-30.9184779701052,rotation
4,aiming,64af31,37,37.5,0,-27.3153924829071,rotation
4,aiming,64af31,38,82.5,0,170.218189578709,rotation
4,aiming,64af31,39,127.5,0,167.436166075337,rotation
4,aiming,64af31,40,112.5,0,-3.56861794745082,rotation
4,aiming,64af31,41,67.5,0,-39.6954771799021,rotation
4,aiming,64af31,42,127.5,0,-24.0938408721329,rotation
4,aiming,64af31,43,52.5,0,-39.8154559037686,rotation
4,aiming,64af31,44,112.5,0,-9.4853288003365,rotation
4,aiming,64af31,45,82.5,0,-41.4851609658534,rotation
4,aiming,64af31,46,52.5,0,-24.6181850800313,rotation
4,aiming,64af31,47,127.5,0,-5.22148917654378,rotation
4,aiming,64af31,48,97.5,0,-12.7627920243945,rotation
4,aiming,64af31,49,127.5,0,-30.6347527060119,rotation
4,aiming,64af31,50,52.5,0,-49.4784326601366,rotation
4,aiming,64af31,51,82.5,0,-31.8115443831666,rotation
4,aiming,64af31,52,97.5,0,-22.1867517580441,rotation
4,aiming,64af31,53,67.5,0,-50.5652743347224,rotation
4,aiming,64af31,54,142.5,0,-26.7958653530214,rotation
4,aiming,64af31,55,97.5,0,-27.2856155195739,rotation
4,aiming,64af31,56,52.5,0,-47.016400835256,rotation
4,aiming,64af31,57,37.5,0,-38.8578987551487,rotation
4,aiming,64af31,58,142.5,0,-26.7958653530214,rotation
4,aiming,64af31,59,112.5,0,-25.9612483088679,rotation
4,aiming,64af31,60,67.5,0,-49.9968386280213,rotation
4,aiming,64af31,61,37.5,0,-41.0192888557396,rotation
4,aiming,64af31,62,112.5,0,-11.3623224721385,rotation
4,aiming,64af31,63,82.5,0,-39.0796456460293,rotation
4,aiming,64af31,64,127.5,0,-26.9671260787374,rotation
4,aiming,64af31,65,52.5,0,-52.9405184374009,rotation
4,aiming,64af31,66,82.5,0,157.239796051208,rotation
4,aiming,64af31,67,127.5,0,-35.5440154098334,rotation
4,aiming,64af31,68,97.5,0,-30.2024220199792,rotation
4,aiming,64af31,69,37.5,0,-31.2320831371176,rotation
4,aiming,64af31,70,142.5,0,-24.9879174651944,rotation
4,aiming,64af31,71,82.5,0,-34.9975618389483,rotation
4,aiming,64af31,72,97.5,0,-33.3512622783194,rotation
4,aiming,64af31,73,127.5,0,-29.6217293471505,rotation
4,aiming,64af31,74,112.5,0,-32.836824359642,rotation
4,aiming,64af31,75,37.5,0,-39.7906100426385,rotation
4,aiming,64af31,76,82.5,0,-44.871058664706,rotation
4,aiming,64af31,77,67.5,0,-51.2619203053511,rotation
4,aiming,64af31,78,37.5,0,-33.085131230872,rotation
4,aiming,64af31,79,142.5,0,-30.0443301737564,rotation
4,aiming,64af31,80,112.5,0,-26.418667193612,rotation
4,aiming,64af31,81,37.5,0,-37.1508602114043,rotation
4,aiming,64af31,82,112.5,0,-25.0758260768829,rotation
4,aiming,64af31,83,127.5,0,-30.4677798836627,rotation
4,aiming,64af31,84,82.5,0,-39.4438416077111,rotation
4,aiming,64af31,85,82.5,0,-52.8286589694121,rotation
4,aiming,64af31,86,127.5,0,-38.037046797907,rotation
4,aiming,64af31,87,112.5,0,-33.2726791340317,rotation
4,aiming,64af31,88,37.5,0,-39.4124728934557,rotation
4,aiming,64af31,89,142.5,0,-46.5749274041825,rotation
4,aiming,64af31,90,67.5,0,-56.1145609597139,rotation
4,aiming,64af31,91,52.5,0,-47.6440609591213,rotation
4,aiming,64af31,92,97.5,0,-33.6303804599059,rotation
4,aiming,64af31,93,97.5,0,-21.2473065651004,rotation
4,aiming,64af31,94,52.5,0,-52.1405916596193,rotation
4,aiming,64af31,95,127.5,0,-35.8183922411549,rotation
4,aiming,64af31,96,82.5,0,-63.8084181827062,rotation
4,aiming,64af31,97,112.5,0,-32.9763980401545,rotation
4,aiming,64af31,98,37.5,0,-38.6897135978539,rotation
4,aiming,64af31,99,67.5,0,-48.631150040963,rotation
4,aiming,64af31,100,142.5,0,-42.3648357963981,rotation
4,aiming,64af31,101,82.5,0,-35.9094745036402,rotation
4,aiming,64af31,102,37.5,0,-35.7244581819278,rotation
4,aiming,64af31,103,97.5,0,-28.6720935896125,rotation
4,aiming,64af31,104,142.5,0,-38.2953502071466,rotation
4,aiming,64af31,105,82.5,0,-29.9603215674181,rotation
4,aiming,64af31,106,97.5,0,-32.9940437910788,rotation
4,aiming,64af31,107,37.5,0,-41.5256688862499,rotation
4,aiming,64af31,108,142.5,0,-28.1279649392521,rotation
4,aiming,64af31,109,82.5,0,-32.7206411830431,rotation
4,aiming,64af31,110,37.5,0,-44.7727841352518,rotation
4,aiming,64af31,111,142.5,0,-36.737961988683,rotation
4,aiming,64af31,112,97.5,0,-18.1855045625755,rotation
4,aiming,64af31,113,67.5,0,-49.3215234925865,rotation
4,aiming,64af31,114,127.5,0,-37.5,rotation
4,aiming,64af31,115,52.5,0,-36.2992149878808,rotation
4,aiming,64af31,116,112.5,0,-40.3380043244721,rotation
4,aiming,64af31,117,142.5,0,-46.7944399276942,rotation
4,aiming,64af31,118,67.5,0,-45.870631883862,rotation
4,aiming,64af31,119,52.5,0,-44.1562018980521,rotation
4,aiming,64af31,120,97.5,0,-20.7462461671868,rotation
4,aiming,42cb35,1,127.5,0,7.92149345112848,baseline
4,aiming,42cb35,2,52.5,0,-17.8928293539861,baseline
4,aiming,42cb35,3,97.5,0,12.7031262044985,baseline
4,aiming,42cb35,4,82.5,0,14.5462495127315,baseline
4,aiming,42cb35,5,127.5,0,6.5195030899373,baseline
4,aiming,42cb35,6,112.5,0,13.4754931197021,baseline
4,aiming,42cb35,7,82.5,0,13.3879051702227,baseline
4,aiming,42cb35,8,37.5,0,1.6491066057471,baseline
4,aiming,42cb35,9,97.5,0,1.43245826030351,baseline
4,aiming,42cb35,10,142.5,0,17.7904939079238,baseline
4,aiming,42cb35,11,67.5,0,1.3856306261399,baseline
4,aiming,42cb35,12,52.5,0,5.2748907611017,baseline
4,aiming,42cb35,13,97.5,0,4.28039500579754,baseline
4,aiming,42cb35,14,142.5,0,22.4804201511838,baseline
4,aiming,42cb35,15,82.5,0,11.9123159743465,baseline
4,aiming,42cb35,16,37.5,0,1.19949790300731,baseline
4,aiming,42cb35,17,127.5,0,-0.767293231135272,baseline
4,aiming,42cb35,18,97.5,0,-1.32258841600171,baseline
4,aiming,42cb35,19,52.5,0,-2.98085953931258,baseline
4,aiming,42cb35,20,82.5,0,-0.914611027672788,baseline
4,aiming,42cb35,21,142.5,0,102.733978891165,rotation
4,aiming,42cb35,22,67.5,0,167.497459755324,rotation
4,aiming,42cb35,23,97.5,0,8.86119566174334,rotation
4,aiming,42cb35,24,52.5,0,-14.159696824768,rotation
4,aiming,42cb35,25,142.5,0,-25.6122116892274,rotation
4,aiming,42cb35,26,52.5,0,-17.7246142992005,rotation
4,aiming,42cb35,27,67.5,0,-23.9706213723713,rotation
4,aiming,42cb35,28,97.5,0,-15.1949212600689,rotation
4,aiming,42cb35,29,37.5,0,-28.3533889740821,rotation
4,aiming,42cb35,30,112.5,0,145.66254545864,rotation
4,aiming,42cb35,31,127.5,0,-4.78828927374235,rotation
4,aiming,42cb35,32,82.5,0,154.408612512631,rotation
4,aiming,42cb35,33,97.5,0,-43.4373421053953,rotation
4,aiming,42cb35,34,142.5,0,-35.3883085078223,rotation
4,aiming,42cb35,35,67.5,0,-32.9450309781019,rotation
4,aiming,42cb35,36,52.5,0,-31.2568385495763,rotation
4,aiming,42cb35,37,112.5,0,2.07555404693124,rotation
4,aiming,42cb35,38,37.5,0,-10.7495307656043,rotation
4,aiming,42cb35,39,82.5,0,-3.2670298201768,rotation
4,aiming,42cb35,40,127.5,0,148.159532902008,rotation
4,aiming,42cb35,41,142.5,0,141.029878914501,rotation
4,aiming,42cb35,42,97.5,0,-18.574039991496,rotation
4,aiming,42cb35,43,52.5,0,-22.8649828393789,rotation
4,aiming,42cb35,44,67.5,0,-33.9391484170363,rotation
4,aiming,42cb35,45,52.5,0,-40.4573427710594,rotation
4,aiming,42cb35,46,67.5,0,-34.8807844730761,rotation
4,aiming,42cb35,47,142.5,0,-16.0656114081795,rotation
4,aiming,42cb35,48,97.5,0,-21.3328202240994,rotation
4,aiming,42cb35,49,97.5,0,-10.0758260768829,rotation
4,aiming,42cb35,50,142.5,0,-22.2568240263454,rotation
4,aiming,42cb35,51,37.5,0,-25.5805024474985,rotation
4,aiming,42cb35,52,82.5,0,-15.6799622900308,rotation
4,aiming,42cb35,53,112.5,0,15.0325957185939,rotation
4,aiming,42cb35,54,37.5,0,-17.7367973395437,rotation
4,aiming,42cb35,55,142.5,0,-27.5837413197269,rotation
4,aiming,42cb35,56,67.5,0,-28.7161266270179,rotation
4,aiming,42cb35,57,67.5,0,-30.7976806757165,rotation
4,aiming,42cb35,58,142.5,0,-15.9074888315867,rotation
4,aiming,42cb35,59,37.5,0,-17.0872832593172,rotation
4,aiming,42cb35,60,112.5,0,-7.68605349349301,rotation
4,aiming,42cb35,61,52.5,0,-14.9089069320618,rotation
4,aiming,42cb35,62,97.5,0,-28.8772991482335,rotation
4,aiming,42cb35,63,127.5,0,-35.7934686986778,rotation
4,aiming,42cb35,64,82.5,0,-22.6773147965931,rotation
4,aiming,42cb35,65,82.5,0,-23.3459433876455,rotation
4,aiming,42cb35,66,112.5,0,-3.5930615566828,rotation
4,aiming,42cb35,67,127.5,0,-8.18227809643481,rotation
4,aiming,42cb35,68,37.5,0,-26.9854405237582,rotation
4,aiming,42cb35,69,82.5,0,-9.88814568793919,rotation
4,aiming,42cb35,70,97.5,0,-11.5625562192364,rotation
4,aiming,42cb35,71,142.5,0,-26.6487377216805,rotation
4,aiming,42cb35,72,37.5,0,-37.9747326895798,rotation
4,aiming,42cb35,73,127.5,0,-12.2892121081675,rotation
4,aiming,42cb35,74,37.5,0,-3.93914841703635,rotation
4,aiming,42cb35,75,82.5,0,-23.8616409031025,rotation
4,aiming,42cb35,76,112.5,0,-5.18211483103406,rotation
4,aiming,42cb35,77,112.5,0,-10.4719729827905,rotation
4,aiming,42cb35,78,127.5,0,-16.4651898103686,rotation
4,aiming,42cb35,79,82.5,0,-10.3380043244721,rotation
4,aiming,42cb35,80,37.5,0,-26.1606116650095,rotation
4,aiming,42cb35,81,112.5,0,-15.1436255476071,rotation
4,aiming,42cb35,82,37.5,0,-22.0237196957395,rotation
