exp,condition,participant,trialno,target,rotation_deg,reachdeviation_deg,phase
4,aiming,02f474,17,112.5,0,2.91170382196208,baseline
4,aiming,02f474,18,82.5,0,-9.79380563481828,baseline
4,aiming,02f474,19,37.5,0,7.89632003402523,baseline
4,aiming,02f474,20,127.5,0,-1.35648253107514,baseline
4,aiming,02f474,21,142.5,0,171.247539849573,rotation
4,aiming,02f474,22,97.5,0,-8.69094174883615,rotation
4,aiming,02f474,23,37.5,0,-0.800954596130461,rotation
4,aiming,02f474,24,82.5,0,-12.1085356493927,rotation
4,aiming,02f474,25,37.5,0,-0.459368349359681,rotation
4,aiming,02f474,26,82.5,0,-2.07437375940977,rotation
4,aiming,02f474,27,112.5,0,-22.5,rotation
4,aiming,02f474,28,127.5,0,-11.2129676308163,rotation
4,aiming,02f474,29,82.5,0,-2.93824907355025,rotation
4,aiming,02f474,30,97.5,0,-12.8440302089758,rotation
4,aiming,02f474,31,142.5,0,-11.7012456397704,rotation
4,aiming,02f474,32,37.5,0,-8.48432847444143,rotation
4,aiming,02f474,33,67.5,0,-15.5567581659257,rotation
4,aiming,02f474,34,142.5,0,-4.97244794284161,rotation
4,aiming,02f474,35,97.5,0,-6.92253447518061,rotation
4,aiming,02f474,36,52.5,0,-24.6590193587318,rotation
4,aiming,02f474,37,97.5,0,9.65250246934006,rotation
4,aiming,02f474,38,127.5,0,-9.83687216548139,rotation
4,aiming,02f474,39,82.5,0,-41.2286397043487,rotation
4,aiming,02f474,40,52.5,0,-19.3475528607784,rotation
4,aiming,02f474,41,127.5,0,-2.69383243670644,rotation
4,aiming,02f474,42,112.5,0,-76.3640069514057,rotation
4,aiming,02f474,43,82.5,0,-49.5956843862227,rotation
4,aiming,02f474,44,37.5,0,-17.9268330662552,rotation
4,aiming,02f474,45,97.5,0,-7.49999999999999,rotation
4,aiming,02f474,46,37.5,0,-13.9853262204013,rotation
4,aiming,02f474,47,142.5,0,-104.733603084809,rotation
4,aiming,02f474,48,82.5,0,-58.5624702987174,rotation
4,aiming,02f474,49,67.5,0,-18.1431885286026,rotation
4,aiming,02f474,50,112.5,0,-21.4549953649108,rotation
4,aiming,02f474,51,127.5,0,-14.678799974321,rotation
4,aiming,02f474,52,52.5,0,-22.8286589694121,rotation
4,aiming,02f474,53,37.5,0,-7.89536680195354,rotation
4,aiming,02f474,54,142.5,0,-15.6120787036762,rotation
4,aiming,02f474,55,82.5,0,-39.5676270647627,rotation
4,aiming,02f474,56,97.5,0,-4.7428134204346,rotation
4,aiming,02f474,57,67.5,0,-24.8606694537567,rotation
4,aiming,02f474,58,52.5,0,-18.5806209598193,rotation
4,aiming,02f474,59,127.5,0,-20.963613015964,rotation
4,aiming,02f474,60,112.5,0,6.2245869781458,rotation
4,aiming,02f474,61,67.5,0,-36.501837192189,rotation
4,aiming,02f474,62,112.5,0,-5.81474766559539,rotation
4,aiming,02f474,63,127.5,0,-12.6576108945448,rotation
4,aiming,02f474,64,52.5,0,-21.7527968026509,rotation
4,aiming,02f474,65,97.5,0,-13.7695683365214,rotation
4,aiming,02f474,66,127.5,0,-5.81369633600034,rotation
4,aiming,02f474,67,82.5,0,-20.0120578564351,rotation
4,aiming,02f474,68,52.5,0,-18.4588184772906,rotation
4,aiming,02f474,69,112.5,0,-21.9394106770783,rotation
4,aiming,02f474,70,82.5,0,-15.0015947103246,rotation
4,aiming,02f474,71,37.5,0,-17.6304989648147,rotation
4,aiming,02f474,72,127.5,0,-0.862207338861929,rotation
4,aiming,02f474,73,67.5,0,-23.083237945024,rotation
4,aiming,02f474,74,142.5,0,-13.1884556168334,rotation
4,aiming,02f474,75,97.5,0,-2.57179798097128,rotation
4,aiming,02f474,76,52.5,0,-16.9683414805329,rotation
4,aiming,02f474,77,67.5,0,-35.5101646272955,rotation
4,aiming,02f474,78,142.5,0,-24.8789113330732,rotation
4,aiming,02f474,79,52.5,0,-15.1278913321681,rotation
4,aiming,02f474,80,97.5,0,-14.3652472939881,rotation
4,aiming,02f474,81,112.5,0,-15.4149839396591,rotation
4,aiming,02f474,82,67.5,0,-25.709914365025,rotation
4,aiming,02f474,83,37.5,0,-13.090620483777,rotation
4,aiming,02f474,84,142.5,0,-15.2075636209299,rotation
4,aiming,02f474,85,37.5,0,-10.434403207547,rotation
4,aiming,02f474,86,142.5,0,140.547393962171,rotation
4,aiming,02f474,87,112.5,0,0.539807230190654,rotation
4,aiming,02f474,88,67.5,0,-25.840574762474,rotation
4,aiming,02f474,89,97.5,0,-5.03753875130195,rotation
4,aiming,02f474,90,142.5,0,-21.074391132371,rotation
4,aiming,02f474,91,52.5,0,-12.473808416097,rotation
4,aiming,02f474,92,67.5,0,-24.7483159790693,rotation
4,aiming,02f474,93,52.5,0,-20.8646669081833,rotation
4,aiming,02f474,94,112.5,0,4.89893628986531,rotation
4,aiming,02f474,95,67.5,0,-21.7874655315112,rotation
4,aiming,02f474,96,127.5,0,-19.0965456827292,rotation
4,aiming,02f474,97,82.5,0,-27.7694431336119,rotation
4,aiming,02f474,98,97.5,0,-9.29581972853803,rotation
4,aiming,02f474,99,142.5,0,-7.61691917100575,rotation
4,aiming,02f474,100,37.5,0,-17.0803524136226,rotation
4,aiming,02f474,101,112.5,0,-13.4713787111944,rotation
4,aiming,02f474,102,127.5,0,-21.6562817316317,rotation
4,aiming,02f474,103,67.5,0,-31.7374444736346,rotation
4,aiming,02f474,104,52.5,0,-24.6492377312246,rotation
4,aiming,02f474,105,37.5,0,-17.6490537914212,rotation
4,aiming,02f474,106,142.5,0,-17.1296142121032,rotation
4,aiming,02f474,107,82.5,0,-16.0503240987831,rotation
4,aiming,02f474,108,97.5,0,-10.3013400029465,rotation
4,aiming,02f474,109,112.5,0,-17.068664016789,rotation
4,aiming,02f474,110,127.5,0,-13.279086603944,rotation
4,aiming,02f474,111,82.5,0,-12.8525749674365,rotation
4,aiming,02f474,112,37.5,0,-22.7654351202551,rotation
4,aiming,02f474,113,127.5,0,-10.4897868670157,rotation
4,aiming,02f474,114,67.5,0,-16.0674677679995,rotation
4,aiming,02f474,115,52.5,0,-13.5750628417415,rotation
4,aiming,02f474,116,112.5,0,-13.1778079694247,rotation
4,aiming,02f474,117,52.5,0,-13.068364617867,rotation
4,aiming,02f474,118,127.5,0,-2.01896713408259,rotation
4,aiming,02f474,119,97.5,0,-7.49999999999999,rotation
4,aiming,02f474,120,82.5,0,-32.6162507647716,rotation
4,aiming,c392b1,1,127.5,0,7.18248533772113,baseline
4,aiming,c392b1,2,82.5,0,10.6751405481123,baseline
4,aiming,c392b1,3,112.5,0,21.1075783287927,baseline
4,aiming,c392b1,4,37.5,0,13.586279077827,baseline
4,aiming,c392b1,5,67.5,0,2.94945363313305,baseline
4,aiming,c392b1,6,52.5,0,1.92532316709056,baseline
4,aiming,c392b1,7,112.5,0,7.74317597365458,baseline
4,aiming,c392b1,8,127.5,0,9.44384160771115,baseline
4,aiming,c392b1,9,67.5,0,1.47439402185285,baseline
4,aiming,c392b1,10,112.5,0,3.20413464697862,baseline
4,aiming,c392b1,11,37.5,0,11.5978329690909,baseline
4,aiming,c392b1,12,142.5,0,6.62784749623767,baseline
4,aiming,c392b1,13,97.5,0,10.3589258769439,baseline
4,aiming,c392b1,14,82.5,0,-4.6848279201741,baseline
4,aiming,c392b1,15,127.5,0,8.66919657592062,baseline
4,aiming,c392b1,16,52.5,0,5.84540111167916,baseline
4,aiming,c392b1,17,67.5,0,3.14192338948617,baseline
4,aiming,c392b1,18,142.5,0,7.4410597282425,baseline
4,aiming,c392b1,19,52.5,0,-7.40912599785189,baseline
4,aiming,c392b1,20,97.5,0,12.1085356493927,baseline
4,aiming,c392b1,21,127.5,0,3.76173101939439,rotation
4,aiming,c392b1,22,67.5,0,-13.5148077391931,rotation
4,aiming,c392b1,23,112.5,0,-2.55403177240174,rotation
4,aiming,c392b1,24,52.5,0,-19.9854550900695,rotation
4,aiming,c392b1,25,142.5,0,9.6954771799021,rotation
4,aiming,c392b1,26,37.5,0,-19.3389075737756,rotation
4,aiming,c392b1,27,67.5,0,-16.9646888911931,rotation
4,aiming,c392b1,28,112.5,0,16.2386357751451,rotation
4,aiming,c392b1,29,127.5,0,4.70327248544942,rotation
4,aiming,c392b1,30,97.5,0,13.3229714369919,rotation
4,aiming,c392b1,31,52.5,0,-20.6005736263732,rotation
4,aiming,c392b1,32,82.5,0,-18.7870323691837,rotation
4,aiming,c392b1,33,127.5,0,-3.00865732240238,rotation
4,aiming,c392b1,34,97.5,0,-0.390604475900535,rotation
4,aiming,c392b1,35,52.5,0,-21.4754213414069,rotation
4,aiming,c392b1,36,82.5,0,-26.1341043512248,rotation
4,aiming,c392b1,37,67.5,0,-14.5511869704576,rotation
4,aiming,c392b1,38,112.5,0,14.0311318568072,rotation
4,aiming,c392b1,39,52.5,0,-9.51779508188734,rotation
4,aiming,c392b1,40,127.5,0,-6.31683569840455,rotation
4,aiming,c392b1,41,37.5,0,-10.9735180199601,rotation
4,aiming,c392b1,42,112.5,0,173.89139115225,rotation
4,aiming,c392b1,43,67.5,0,-28.8627467034412,rotation
4,aiming,c392b1,44,142.5,0,17.4414904038932,rotation
4,aiming,c392b1,45,67.5,0,-33.1600035168735,rotation
4,aiming,c392b1,46,112.5,0,22.1635201279078,rotation
4,aiming,c392b1,47,37.5,0,-8.0343294882359,rotation
4,aiming,c392b1,48,142.5,0,168.476497014478,rotation
4,aiming,c392b1,49,142.5,0,-14.0121050597984,rotation
4,aiming,c392b1,50,97.5,0,-6.39480601271601,rotation
4,aiming,c392b1,51,37.5,0,0.565370315749628,rotation
4,aiming,c392b1,52,82.5,0,-23.7301210570932,rotation
4,aiming,c392b1,53,52.5,0,-9.84005188957079,rotation
4,aiming,c392b1,54,97.5,0,-21.9377320168783,rotation
4,aiming,c392b1,55,82.5,0,-19.660572732147,rotation
4,aiming,c392b1,56,127.5,0,2.97352676367334,rotation
4,aiming,c392b1,57,37.5,0,-90.6842446264424,rotation
4,aiming,c392b1,58,97.5,0,-6.97757961988088,rotation
4,aiming,c392b1,59,142.5,0,-22.4822369563012,rotation
4,aiming,c392b1,60,82.5,0,14.3974165400564,rotation
4,aiming,c392b1,61,142.5,0,-23.1822780964348,rotation
4,aiming,c392b1,62,82.5,0,-18.5355335830027,rotation
4,aiming,c392b1,63,37.5,0,-14.8171761623041,rotation
4,aiming,c392b1,64,97.5,0,-12.1808899971525,rotation
4,aiming,c392b1,65,112.5,0,-1.46518981036858,rotation
4,aiming,c392b1,66,37.5,0,7.81751466227887,rotation
4,aiming,c392b1,67,67.5,0,-22.567621135944,rotation
4,aiming,c392b1,68,142.5,0,-21.0578113471613,rotation
4,aiming,c392b1,69,37.5,0,-20.4188687192742,rotation
4,aiming,c392b1,70,67.5,0,-38.3018372680299,rotation
4,aiming,c392b1,71,112.5,0,2.07555404693124,rotation
4,aiming,c392b1,72,142.5,0,-14.5012675574953,rotation
4,aiming,c392b1,73,142.5,0,-20.9823898020594,rotation
4,aiming,c392b1,74,67.5,0,-37.5361824794696,rotation
4,aiming,c392b1,75,52.5,0,-25.4325458864331,rotation
4,aiming,c392b1,76,97.5,0,8.56663660042729,rotation
4,aiming,c392b1,77,142.5,0,-19.7882892737423,rotation
4,aiming,c392b1,78,52.5,0,-30.9625244526871,rotation
4,aiming,c392b1,79,67.5,0,-27.758092594423,rotation
4,aiming,c392b1,80,97.5,0,-17.4631808742393,rotation
4,aiming,c392b1,81,97.5,0,-31.8720350607479,rotation
4,aiming,c392b1,82,37.5,0,-13.9853262204013,rotation
4,aiming,c392b1,83,82.5,0,-42.6825071004655,rotation
4,aiming,c392b1,84,142.5,0,-24.2961767506106,rotation
4,aiming,c392b1,85,142.5,0,-32.2737318371239,rotation
4,aiming,c392b1,86,97.5,0,10.3589258769439,rotation
4,aiming,c392b1,87,67.5,0,-23.5064640651676,rotation
4,aiming,c392b1,88,52.5,0,-17.839752171861,rotation
4,aiming,c392b1,89,127.5,0,-28.3009375408715,rotation
4,aiming,c392b1,90,112.5,0,3.26637412222717,rotation
4,aiming,c392b1,91,37.5,0,-17.7627045309385,rotation
4,aiming,c392b1,92,82.5,0,-15.1487937252966,rotation
4,aiming,c392b1,93,127.5,0,-0.767293231135272,rotation
4,aiming,c392b1,94,82.5,0,-19.1315689278458,rotation
4,aiming,c392b1,95,112.5,0,-8.8994786048793,rotation
4,aiming,c392b1,96,37.5,0,-9.37952069756284,rotation
4,aiming,c392b1,97,67.5,0,-20.9094745036402,rotation
4,aiming,c392b1,98,127.5,0,-17.4630256954118,rotation
4,aiming,c392b1,99,112.5,0,-1.5398868712159,rotation
4,aiming,c392b1,100,52.5,0,-17.5594397862564,rotation
4,aiming,c392b1,101,112.5,0,1.76199826264442,rotation
4,aiming,c392b1,102,127.5,0,-3.89368957689059,rotation
4,aiming,c392b1,103,67.5,0,-34.8807314804051,rotation
4,aiming,c392b1,104,52.5,0,-20.5453494163657,rotation
4,aiming,c392b1,105,67.5,0,-37.7454292351359,rotation
4,aiming,c392b1,106,112.5,0,-0.544458241980292,rotation
4,aiming,c392b1,107,37.5,0,-14.8171761623041,rotation
4,aiming,c392b1,108,142.5,0,-23.4277076907353,rotation
4,aiming,c392b1,109,97.5,0,-7.49999999999999,rotation
4,aiming,c392b1,110,67.5,0,9.99935596903365,rotation
4,aiming,c392b1,111,142.5,0,-29.578184082323,rotation
4,aiming,c392b1,112,52.5,0,-25.0559718168405,rotation
4,aiming,c392b1,113,52.5,0,-18.2206896235896,rotation
4,aiming,c392b1,114,97.5,0,3.89364270521508,rotation
4,aiming,c392b1,115,142.5,0,-20.6775379700877,rotation
4,aiming,c392b1,116,67.5,0,-20.0436267792542,rotation
4,aiming,c392b1,117,37.5,0,-8.30653533761678,rotation
4,aiming,c392b1,118,142.5,0,-23.510049388743,rotation
4,aiming,c392b1,119,112.5,0,-6.17108640384732,rotation
4,aiming,c392b1,120,67.5,0,-22.7679776456005,rotation
4,aiming,cf80b7,1,127.5,0,4.29709524498873,baseline
4,aiming,cf80b7,2,52.5,0,8.02662165708801,baseline
4,aiming,cf80b7,3,97.5,0,-2.42676052268353,baseline
4,aiming,cf80b7,4,82.5,0,11.1036307016108,baseline
4,aiming,cf80b7,5,37.5,0,13.0353111088069,baseline
4,aiming,cf80b7,6,82.5,0,-3.80015646512898,baseline
4,aiming,cf80b7,7,112.5,0,5.06318039455064,baseline
4,aiming,cf80b7,8,127.5,0,3.14318852860265,baseline
4,aiming,cf80b7,9,52.5,0,4.07825434652237,baseline
4,aiming,cf80b7,10,127.5,0,24.3096606148643,baseline
4,aiming,cf80b7,11,67.5,0,-17.7659094416469,baseline
4,aiming,cf80b7,12,112.5,0,-4.37780119808656,baseline
4,aiming,cf80b7,13,142.5,0,6.49407849177579,baseline
4,aiming,cf80b7,14,67.5,0,-12.5640417997397,baseline
4,aiming,cf80b7,15,52.5,0,1.58205236479744,baseline
4,aiming,cf80b7,16,97.5,0,-7.03461775630208,baseline
4,aiming,cf80b7,17,127.5,0,21.7775890477132,baseline
4,aiming,cf80b7,18,52.5,0,7.69894220876302,baseline
4,aiming,cf80b7,19,112.5,0,7.66738474348099,baseline
4,aiming,cf80b7,20,67.5,0,4.58521395832616,baseline
4,aiming,cf80b7,21,127.5,0,-66.5117287112405,rotation
4,aiming,cf80b7,22,112.5,0,-1.73978056493199,rotation
4,aiming,cf80b7,23,67.5,0,29.6485230485631,rotation
4,aiming,cf80b7,24,52.5,0,-19.9854550900695,rotation
4,aiming,cf80b7,25,52.5,0,12.0219519753135,rotation
4,aiming,cf80b7,26,82.5,0,7.06123244221159,rotation
4,aiming,cf80b7,27,127.5,0,-4.64253320192915,rotation
4,aiming,cf80b7,28,97.5,0,0.533123610891362,rotation
4,aiming,cf80b7,29,82.5,0,-7.42720872242816,rotation
4,aiming,cf80b7,30,127.5,0,-9.87891133307321,rotation
4,aiming,cf80b7,31,97.5,0,-9.58906400941244,rotation
4,aiming,cf80b7,32,52.5,0,-2.51516178816861,rotation
4,aiming,cf80b7,33,52.5,0,-2.54939525903501,rotation
4,aiming,cf80b7,34,97.5,0,12.4043443895633,rotation
4,aiming,cf80b7,35,142.5,0,6.24170661018409,rotation
4,aiming,cf80b7,36,67.5,0,-0.34379566705994,rotation
4,aiming,cf80b7,37,142.5,0,5.6582855539053,rotation
4,aiming,cf80b7,38,52.5,0,-1.12501376314354,rotation
4,aiming,cf80b7,39,97.5,0,-1.89921153125279,rotation
4,aiming,cf80b7,40,67.5,0,12.1202327186059,rotation
4,aiming,cf80b7,41,82.5,0,4.46572258430706,rotation
4,aiming,cf80b7,42,142.5,0,-4.97244794284161,rotation
4,aiming,cf80b7,43,97.5,0,-0.82894311977136,rotation
4,aiming,cf80b7,44,37.5,0,13.2309901781446,rotation
4,aiming,cf80b7,45,97.5,0,-1.64533064396593,rotation
4,aiming,cf80b7,46,82.5,0,-3.15435200159283,rotation
4,aiming,cf80b7,47,142.5,0,-26.3861439817321,rotation
4,aiming,cf80b7,48,37.5,0,21.3743812583428,rotation
4,aiming,cf80b7,49,67.5,0,6.11411688885838,rotation
4,aiming,cf80b7,50,112.5,0,4.35083638259896,rotation
4,aiming,cf80b7,51,52.5,0,11.0929233551949,rotation
4,aiming,cf80b7,52,127.5,0,7.31144674433378,rotation
4,aiming,cf80b7,53,127.5,0,-3.47142024294327,rotation
4,aiming,cf80b7,54,37.5,0,5.3000353259342,rotation
4,aiming,cf80b7,55,112.5,0,-1.03035731833385,rotation
4,aiming,cf80b7,56,82.5,0,11.5977385653002,rotation
4,aiming,cf80b7,57,142.5,0,-12.7194831656665,rotation
4,aiming,cf80b7,58,67.5,0,9.05551129781426,rotation
4,aiming,cf80b7,59,37.5,0,16.5996467133141,rotation
4,aiming,cf80b7,60,112.5,0,9.45911242056226,rotation
4,aiming,cf80b7,61,82.5,0,0.870883485716706,rotation
4,aiming,cf80b7,62,37.5,0,4.76641247759839,rotation
4,aiming,cf80b7,63,97.5,0,2.93824907355027,rotation
4,aiming,cf80b7,64,142.5,0,0.79482942387266,rotation
4,aiming,cf80b7,65,37.5,0,4.98790045489275,rotation
4,aiming,cf80b7,66,142.5,0,-6.7396023310352,rotation
4,aiming,cf80b7,67,82.5,0,-2.63320849486619,rotation
4,aiming,cf80b7,68,97.5,0,3.77263139159281,rotation
4,aiming,cf80b7,69,52.5,0,1.56265789460467,rotation
4,aiming,cf80b7,70,97.5,0,10.4759098039625,rotation
4,aiming,cf80b7,71,142.5,0,6.62986201000047,rotation
4,aiming,cf80b7,72,67.5,0,5.04955862085257,rotation
4,aiming,cf80b7,73,112.5,0,13.7199139333986,rotation
4,aiming,cf80b7,74,142.5,0,6.77043605618441,rotation
4,aiming,cf80b7,75,67.5,0,-2.07555404693123,rotation
4,aiming,cf80b7,76,37.5,0,2.97518373777119,rotation
4,aiming,cf80b7,77,52.5,0,4.82707173413538,rotation
4,aiming,cf80b7,78,97.5,0,8.1621668934678,rotation
4,aiming,cf80b7,79,67.5,0,7.90349023057411,rotation
4,aiming,cf80b7,80,142.5,0,4.38338285066105,rotation
4,aiming,cf80b7,81,52.5,0,-4.29195781682801,rotation
4,aiming,cf80b7,82,67.5,0,-3.27604449970151,rotation
4,aiming,cf80b7,83,112.5,0,4.37395933603381,rotation
4,aiming,cf80b7,84,127.5,0,10.4012057460817,rotation
4,aiming,cf80b7,85,142.5,0,-0.420362326165681,rotation
4,aiming,cf80b7,86,82.5,0,18.3416129404013,rotation
4,aiming,cf80b7,87,37.5,0,13.8749862368565,rotation
4,aiming,cf80b7,88,97.5,0,-6.0446858238538,rotation
4,aiming,cf80b7,89,37.5,0,9.93258222405964,rotation
4,aiming,cf80b7,90,142.5,0,2.89282935398613,rotation
4,aiming,cf80b7,91,67.5,0,-4.01426273846332,rotation
4,aiming,cf80b7,92,112.5,0,8.18297946631969,rotation
4,aiming,cf80b7,93,67.5,0,-3.12485361713006,rotation
4,aiming,cf80b7,94,112.5,0,0.522982971498171,rotation
4,aiming,cf80b7,95,37.5,0,4.11286228748493,rotation
4,aiming,cf80b7,96,142.5,0,-7.2597913900318,rotation
4,aiming,cf80b7,97,82.5,0,-6.2323692201776,rotation
4,aiming,cf80b7,98,142.5,0,7.54865018591752,rotation
4,aiming,cf80b7,99,97.5,0,5.18039576219476,rotation
4,aiming,cf80b7,100,37.5,0,15.9688681431928,rotation
4,aiming,cf80b7,101,37.5,0,7.72996811341657,rotation
4,aiming,cf80b7,102,82.5,0,-1.33924721139112,rotation
4,aiming,cf80b7,103,127.5,0,-4.66473753210124,rotation
4,aiming,cf80b7,104,112.5,0,4.49937447430304,rotation
4,aiming,cf80b7,105,52.5,0,7.92132507563367,rotation
4,aiming,cf80b7,106,97.5,0,2.22286522848025,rotation
4,aiming,cf80b7,107,82.5,0,2.90981651029052,rotation
4,aiming,cf80b7,108,127.5,0,-27.508976692833,rotation
4,aiming,cf80b7,109,37.5,0,-15.1583519494245,rotation
4,aiming,cf80b7,110,112.5,0,1.89028344320247,rotation
4,aiming,cf80b7,111,127.5,0,2.91049635002277,rotation
4,aiming,cf80b7,112,82.5,0,-0.0823620276159363,rotation
4,aiming,cf80b7,113,67.5,0,-0.292479315758401,rotation
4,aiming,cf80b7,114,52.5,0,-2.32254496443049,rotation
4,aiming,cf80b7,115,97.5,0,0.176318522287604,rotation
4,aiming,cf80b7,116,142.5,0,-33.0659545692338,rotation
4,aiming,cf80b7,117,142.5,0,-7.55239451894131,rotation
4,aiming,cf80b7,118,112.5,0,10.3133445437672,rotation
4,aiming,cf80b7,119,37.5,0,5.10870882690627,rotation
4,aiming,cf80b7,120,67.5,0,-11.7924287214047,rotation
4,aiming,9ca7d5,1,82.5,0,-8.49290463339084,baseline
4,aiming,9ca7d5,2,37.5,0,11.7643044925663,baseline
4,aiming,9ca7d5,3,142.5,0,-6.1960405147553,baseline
4,aiming,9ca7d5,4,97.5,0,-2.49279726001279,baseline
4,aiming,9ca7d5,5,112.5,0,1.22322515403993,baseline
4,aiming,9ca7d5,6,82.5,0,-3.34257006556564,baseline
4,aiming,9ca7d5,7,127.5,0,-8.59553764214831,baseline
4,aiming,9ca7d5,8,37.5,0,3.61214204735336,baseline
4,aiming,9ca7d5,9,97.5,0,0.378270652849465,baseline
4,aiming,9ca7d5,10,67.5,0,1.92229746831608,baseline
4,aiming,9ca7d5,11,52.5,0,6.01959644736307,baseline
4,aiming,9ca7d5,12,142.5,0,-6.55711659547324,baseline
4,aiming,9ca7d5,13,37.5,0,-2.78930330246193,baseline
4,aiming,9ca7d5,14,142.5,0,-0.192703625721278,baseline
4,aiming,9ca7d5,15,67.5,0,-0.722262732710384,baseline
4,aiming,9ca7d5,16,112.5,0,-7.48861338595452,baseline
4,aiming,9ca7d5,17,97.5,0,-10.4749639380052,baseline
4,aiming,9ca7d5,18,142.5,0,-5.70482236777462,baseline
4,aiming,9ca7d5,19,67.5,0,0.640093743800574,baseline
4,aiming,9ca7d5,20,52.5,0,0.283698384650252,baseline
4,aiming,9ca7d5,21,112.5,0,151.669023328163,rotation
4,aiming,9ca7d5,22,52.5,0,3.89368957689059,rotation
4,aiming,9ca7d5,23,127.5,0,-17.5097560392097,rotation
4,aiming,9ca7d5,24,67.5,0,-26.4851609658534,rotation
4,aiming,9ca7d5,25,127.5,0,-7.35806108999729,rotation
4,aiming,9ca7d5,26,97.5,0,-10.110867282387,rotation
4,aiming,9ca7d5,27,52.5,0,-5.72877181587018,rotation
4,aiming,9ca7d5,28,82.5,0,-17.8261775367885,rotation
4,aiming,9ca7d5,29,127.5,0,-18.8378655254336,rotation
4,aiming,9ca7d5,30,82.5,0,-19.0040658041397,rotation
4,aiming,9ca7d5,31,37.5,0,-3.2844295098868,rotation
4,aiming,9ca7d5,32,112.5,0,-2.70707324739563,rotation
4,aiming,9ca7d5,33,82.5,0,-16.4196458894932,rotation
4,aiming,9ca7d5,34,142.5,0,-26.2652115427588,rotation
4,aiming,9ca7d5,35,37.5,0,-15.870631883862,rotation
4,aiming,9ca7d5,36,97.5,0,-9.11102071811333,rotation
4,aiming,9ca7d5,37,142.5,0,-12.0598457175676,rotation
4,aiming,9ca7d5,38,112.5,0,-9.42419317725065,rotation
4,aiming,9ca7d5,39,67.5,0,-10.1526082840778,rotation
4,aiming,9ca7d5,40,37.5,0,-0.797680675716527,rotation
4,aiming,9ca7d5,41,67.5,0,-15.0325957185939,rotation
4,aiming,9ca7d5,42,52.5,0,-13.0505582037814,rotation
4,aiming,9ca7d5,43,142.5,0,6.34944404487042,rotation
4,aiming,9ca7d5,44,97.5,0,-0.249973912628756,rotation
4,aiming,9ca7d5,45,97.5,0,5.37968164634127,rotation
4,aiming,9ca7d5,46,82.5,0,-12.4043443895632,rotation
4,aiming,9ca7d5,47,127.5,0,-12.2340849286461,rotation
4,aiming,9ca7d5,48,52.5,0,-11.0033575801986,rotation
4,aiming,9ca7d5,49,52.5,0,-4.43771291459994,rotation
4,aiming,9ca7d5,50,97.5,0,7.62212819115877,rotation
4,aiming,9ca7d5,51,82.5,0,-17.3774998677175,rotation
4,aiming,9ca7d5,52,127.5,0,-1.98902507668485,rotation
4,aiming,9ca7d5,53,97.5,0,2.88449500149813,rotation
4,aiming,9ca7d5,54,142.5,0,-6.1289643150217,rotation
4,aiming,9ca7d5,55,67.5,0,-17.4151355302262,rotation
4,aiming,9ca7d5,56,52.5,0,-15.1121305668983,rotation
4,aiming,9ca7d5,57,142.5,0,-1.33334180677604,rotation
4,aiming,9ca7d5,58,67.5,0,-4.25495221431804,rotation
4,aiming,9ca7d5,59,37.5,0,1.33334180677606,rotation
4,aiming,9ca7d5,60,112.5,0,4.38778831077263,rotation
4,aiming,9ca7d5,61,112.5,0,-19.614462183363,rotation
4,aiming,9ca7d5,62,67.5,0,-6.73575901107568,rotation
4,aiming,9ca7d5,63,37.5,0,5.55615839228884,rotation
4,aiming,9ca7d5,64,142.5,0,8.64040126322351,rotation
4,aiming,9ca7d5,65,67.5,0,-2.37749986771747,rotation
4,aiming,9ca7d5,66,97.5,0,-1.44373349936236,rotation
4,aiming,9ca7d5,67,52.5,0,-3.60124119500893,rotation
4,aiming,9ca7d5,68,142.5,0,10.7217190863904,rotation
4,aiming,9ca7d5,69,142.5,0,-7.83647987209223,rotation
4,aiming,9ca7d5,70,97.5,0,-4.77808705774524,rotation
4,aiming,9ca7d5,71,67.5,0,-8.53846331029346,rotation
4,aiming,9ca7d5,72,52.5,0,-4.30136645565896,rotation
4,aiming,9ca7d5,73,82.5,0,-11.9624146711237,rotation
4,aiming,9ca7d5,74,127.5,0,4.56333494859129,rotation
4,aiming,9ca7d5,75,112.5,0,-6.91662850619017,rotation
4,aiming,9ca7d5,76,37.5,0,0.47379093975029,rotation
4,aiming,9ca7d5,77,97.5,0,-5.258446336412,rotation
4,aiming,9ca7d5,78,67.5,0,-7.67731479659308,rotation
4,aiming,9ca7d5,79,142.5,0,1.10295425285707,rotation
4,aiming,9ca7d5,80,52.5,0,-1.55233652456676,rotation
4,aiming,9ca7d5,81,52.5,0,-10.5075439839026,rotation
4,aiming,9ca7d5,82,112.5,0,1.7433795574391,rotation
4,aiming,9ca7d5,83,67.5,0,-11.9913426775976,rotation
4,aiming,9ca7d5,84,127.5,0,3.42687767384823,rotation
4,aiming,9ca7d5,85,97.5,0,-0.143625547607084,rotation
4,aiming,9ca7d5,86,67.5,0,-8.09238202126955,rotation
4,aiming,9ca7d5,87,52.5,0,-0.987894940201615,rotation
4,aiming,9ca7d5,88,142.5,0,2.35445450029395,rotation
4,aiming,9ca7d5,89,37.5,0,6.2895094350879,rotation
4,aiming,9ca7d5,90,82.5,0,-10.6558980030094,rotation
4,aiming,9ca7d5,91,142.5,0,10.2907803527431,rotation
