exp,condition,participant,trialno,aiming_target,rotation_deg,aimingdeviation_deg,arrow_offset,phase
4,aiming,c392b1,27,75,45,-19,15,rotation
4,aiming,c392b1,28,105,45,-19,15,rotation
4,aiming,c392b1,29,135,45,-32,15,rotation
4,aiming,c392b1,30,105,45,-26,15,rotation
4,aiming,c392b1,31,45,45,-18,15,rotation
4,aiming,c392b1,32,75,45,NA,15,rotation
4,aiming,c392b1,33,135,45,-36,15,rotation
4,aiming,c392b1,34,105,45,-37,15,rotation
4,aiming,c392b1,35,45,45,-23,15,rotation
4,aiming,c392b1,36,75,45,-37,15,rotation
4,aiming,c392b1,37,75,45,-31,15,rotation
4,aiming,c392b1,38,105,45,-34,15,rotation
4,aiming,c392b1,39,45,45,-26,15,rotation
4,aiming,c392b1,40,135,45,-31,15,rotation
4,aiming,c392b1,41,45,45,-30,15,rotation
4,aiming,c392b1,42,105,45,-46,15,rotation
4,aiming,c392b1,43,75,45,-46,15,rotation
4,aiming,c392b1,44,135,45,-45,15,rotation
4,aiming,c392b1,45,75,45,-49,15,rotation
4,aiming,c392b1,46,105,45,-60,15,rotation
4,aiming,c392b1,47,45,45,-48,15,rotation
4,aiming,c392b1,48,135,45,-40,15,rotation
4,aiming,c392b1,49,135,45,-54,15,rotation
4,aiming,c392b1,50,105,45,-51,15,rotation
4,aiming,c392b1,51,45,45,-48,15,rotation
4,aiming,c392b1,52,75,45,-58,15,rotation
4,aiming,c392b1,53,45,45,-52,15,rotation
4,aiming,c392b1,54,105,45,-32,15,rotation
4,aiming,c392b1,55,75,45,-54,15,rotation
4,aiming,c392b1,56,135,45,-31,15,rotation
4,aiming,c392b1,57,45,45,-49,15,rotation
4,aiming,c392b1,58,105,45,-18,15,rotation
4,aiming,c392b1,59,135,45,-26,15,rotation
4,aiming,c392b1,60,75,45,-45,15,rotation
4,aiming,c392b1,61,135,45,-20,15,rotation
4,aiming,c392b1,62,75,45,-32,15,rotation
4,aiming,c392b1,63,45,45,-45,15,rotation
4,aiming,c392b1,64,105,45,-24,15,rotation
4,aiming,c392b1,65,105,45,-25,15,rotation
4,aiming,c392b1,66,45,45,-44,15,rotation
4,aiming,c392b1,67,75,45,-40,15,rotation
4,aiming,c392b1,68,135,45,-24,15,rotation
4,aiming,c392b1,69,45,45,-46,15,rotation
4,aiming,c392b1,70,75,45,-47,15,rotation
4,aiming,c392b1,71,105,45,-37,15,rotation
4,aiming,c392b1,72,135,45,-31,15,rotation
4,aiming,c392b1,73,135,45,-35,15,rotation
4,aiming,c392b1,74,75,45,-45,15,rotation
4,aiming,c392b1,75,45,45,-49,15,rotation
4,aiming,c392b1,76,105,45,-37,15,rotation
4,aiming,c392b1,77,135,45,-22,15,rotation
4,aiming,c392b1,78,45,45,-45,15,rotation
4,aiming,c392b1,79,75,45,-57,15,rotation
4,aiming,c392b1,80,105,45,-26,15,rotation
4,aiming,c392b1,81,105,45,-36,15,rotation
4,aiming,c392b1,82,45,45,-42,15,rotation
4,aiming,c392b1,83,75,45,-57,15,rotation
4,aiming,c392b1,84,135,45,-38,15,rotation
4,aiming,c392b1,85,135,45,-48,15,rotation
4,aiming,c392b1,86,105,45,-38,15,rotation
4,aiming,c392b1,87,75,45,-31,15,rotation
4,aiming,c392b1,88,45,45,-35,15,rotation
4,aiming,c392b1,89,135,45,-18,15,rotation
4,aiming,c392b1,90,105,45,-40,15,rotation
4,aiming,c392b1,91,45,45,-38,15,rotation
4,aiming,c392b1,92,75,45,-37,15,rotation
4,aiming,c392b1,93,135,45,-53,15,rotation
4,aiming,c392b1,94,75,45,-46,15,rotation
4,aiming,c392b1,95,105,45,-21,15,rotation
4,aiming,c392b1,96,45,45,-29,15,rotation
4,aiming,c392b1,97,75,45,-31,15,rotation
4,aiming,c392b1,98,135,45,-20,15,rotation
4,aiming,c392b1,99,105,45,-39,15,rotation
4,aiming,c392b1,100,45,45,-38,15,rotation
4,aiming,c392b1,101,105,45,-29,15,rotation
4,aiming,c392b1,102,135,45,-36,15,rotation
4,aiming,c392b1,103,75,45,-40,15,rotation
4,aiming,c392b1,104,45,45,-41,15,rotation
4,aiming,c392b1,105,75,45,-41,15,rotation
4,aiming,c392b1,106,105,45,-31,15,rotation
4,aiming,c392b1,107,45,45,-42,15,rotation
4,aiming,c392b1,108,135,45,-34,15,rotation
4,aiming,c392b1,109,105,45,-35,15,rotation
4,aiming,c392b1,110,75,45,-36,15,rotation
4,aiming,c392b1,111,135,45,-27,15,rotation
4,aiming,c392b1,112,45,45,-37,15,rotation
4,aiming,c392b1,113,45,45,-42,15,rotation
4,aiming,c392b1,114,105,45,-29,15,rotation
4,aiming,c392b1,115,135,45,-23,15,rotation
4,aiming,c392b1,116,75,45,-35,15,rotation
4,aiming,c392b1,117,45,45,-38,15,rotation
4,aiming,c392b1,118,135,45,-28,15,rotation
4,aiming,c392b1,119,105,45,-30,15,rotation
4,aiming,c392b1,120,75,45,-32,15,rotation
4,aiming,cf80b7,1,135,0,-2,15,baseline
4,aiming,cf80b7,2,45,0,-4,15,baseline
4,aiming,cf80b7,3,105,0,NA,15,baseline
4,aiming,cf80b7,4,75,0,1,15,baseline
4,aiming,cf80b7,5,45,0,-2,15,baseline
4,aiming,cf80b7,6,75,0,2,15,baseline
4,aiming,cf80b7,7,105,0,2,15,baseline
4,aiming,cf80b7,8,135,0,3,15,baseline
4,aiming,cf80b7,9,45,0,0,15,baseline
4,aiming,cf80b7,10,135,0,0,15,baseline
4,aiming,cf80b7,11,75,0,1,15,baseline
4,aiming,cf80b7,12,105,0,1,15,baseline
4,aiming,cf80b7,13,135,0,3,15,baseline
4,aiming,cf80b7,14,75,0,-2,15,baseline
4,aiming,cf80b7,15,45,0,1,15,baseline
4,aiming,cf80b7,16,105,0,2,15,baseline
4,aiming,cf80b7,17,135,0,-1,15,baseline
4,aiming,cf80b7,18,45,0,2,15,baseline
4,aiming,cf80b7,19,105,0,1,15,baseline
4,aiming,cf80b7,20,75,0,1,15,baseline
4,aiming,cf80b7,21,135,45,3,15,rotation
4,aiming,cf80b7,22,105,45,-1,15,rotation
4,aiming,cf80b7,23,75,45,NA,15,rotation
4,aiming,cf80b7,24,45,45,NA,15,rotation
4,aiming,cf80b7,25,45,45,-45,15,rotation
4,aiming,cf80b7,26,75,45,-25,15,rotation
4,aiming,cf80b7,27,135,45,-30,15,rotation
4,aiming,cf80b7,28,105,45,-32,15,rotation
4,aiming,cf80b7,29,75,45,-24,15,rotation
4,aiming,cf80b7,30,135,45,-26,15,rotation
4,aiming,cf80b7,31,105,45,-27,15,rotation
4,aiming,cf80b7,32,45,45,-26,15,rotation
4,aiming,cf80b7,33,45,45,-23,15,rotation
4,aiming,cf80b7,34,105,45,-22,15,rotation
4,aiming,cf80b7,35,135,45,-25,15,rotation
4,aiming,cf80b7,36,75,45,-26,15,rotation
4,aiming,cf80b7,37,135,45,-29,15,rotation
4,aiming,cf80b7,38,45,45,-28,15,rotation
4,aiming,cf80b7,39,105,45,NA,15,rotation
4,aiming,cf80b7,40,75,45,-29,15,rotation
4,aiming,cf80b7,41,75,45,-24,15,rotation
4,aiming,cf80b7,42,135,45,-30,15,rotation
4,aiming,cf80b7,43,105,45,-36,15,rotation
4,aiming,cf80b7,44,45,45,-26,15,rotation
4,aiming,cf80b7,45,105,45,-29,15,rotation
4,aiming,cf80b7,46,75,45,-33,15,rotation
4,aiming,cf80b7,47,135,45,-30,15,rotation
4,aiming,cf80b7,48,45,45,-28,15,rotation
4,aiming,cf80b7,49,75,45,-27,15,rotation
4,aiming,cf80b7,50,105,45,-29,15,rotation
4,aiming,cf80b7,51,45,45,-31,15,rotation
4,aiming,cf80b7,52,135,45,-37,15,rotation
4,aiming,cf80b7,53,135,45,-30,15,rotation
4,aiming,cf80b7,54,45,45,-25,15,rotation
4,aiming,cf80b7,55,105,45,-37,15,rotation
4,aiming,cf80b7,56,75,45,-30,15,rotation
4,aiming,cf80b7,57,135,45,-24,15,rotation
4,aiming,cf80b7,58,75,45,-18,15,rotation
4,aiming,cf80b7,59,45,45,-23,15,rotation
4,aiming,cf80b7,60,105,45,-26,15,rotation
4,aiming,cf80b7,61,75,45,-26,15,rotation
4,aiming,cf80b7,62,45,45,-24,15,rotation
4,aiming,cf80b7,63,105,45,-29,15,rotation
4,aiming,cf80b7,64,135,45,-28,15,rotation
4,aiming,cf80b7,65,45,45,-25,15,rotation
4,aiming,cf80b7,66,135,45,-33,15,rotation
4,aiming,cf80b7,67,75,45,-25,15,rotation
4,aiming,cf80b7,68,105,45,-30,15,rotation
4,aiming,cf80b7,69,45,45,-24,15,rotation
4,aiming,cf80b7,70,105,45,-25,15,rotation
4,aiming,cf80b7,71,135,45,-25,15,rotation
4,aiming,cf80b7,72,75,45,-28,15,rotation
4,aiming,cf80b7,73,105,45,-27,15,rotation
4,aiming,cf80b7,74,135,45,-26,15,rotation
4,aiming,cf80b7,75,75,45,-22,15,rotation
4,aiming,cf80b7,76,45,45,-23,15,rotation
4,aiming,cf80b7,77,45,45,-25,15,rotation
4,aiming,cf80b7,78,105,45,-31,15,rotation
4,aiming,cf80b7,79,75,45,-28,15,rotation
4,aiming,cf80b7,80,135,45,-31,15,rotation
4,aiming,cf80b7,81,45,45,-30,15,rotation
4,aiming,cf80b7,82,75,45,-27,15,rotation
4,aiming,cf80b7,83,105,45,-32,15,rotation
4,aiming,cf80b7,84,135,45,-35,15,rotation
4,aiming,cf80b7,85,135,45,-29,15,rotation
4,aiming,cf80b7,86,75,45,-30,15,rotation
4,aiming,cf80b7,87,45,45,-24,15,rotation
4,aiming,cf80b7,88,105,45,-27,15,rotation
4,aiming,cf80b7,89,45,45,-25,15,rotation
4,aiming,cf80b7,90,135,45,-29,15,rotation
4,aiming,cf80b7,91,75,45,-24,15,rotation
4,aiming,cf80b7,92,105,45,-30,15,rotation
4,aiming,cf80b7,93,75,45,-28,15,rotation
4,aiming,cf80b7,94,105,45,-32,15,rotation
4,aiming,cf80b7,95,45,45,-26,15,rotation
4,aiming,cf80b7,96,135,45,-23,15,rotation
4,aiming,cf80b7,97,75,45,-31,15,rotation
4,aiming,cf80b7,98,135,45,-32,15,rotation
4,aiming,cf80b7,99,105,45,-24,15,rotation
4,aiming,cf80b7,100,45,45,-29,15,rotation
4,aiming,cf80b7,101,45,45,-31,15,rotation
4,aiming,cf80b7,102,75,45,-23,15,rotation
4,aiming,cf80b7,103,135,45,-32,15,rotation
4,aiming,cf80b7,104,105,45,-27,15,rotation
4,aiming,cf80b7,105,45,45,-23,15,rotation
4,aiming,cf80b7,106,105,45,-28,15,rotation
4,aiming,cf80b7,107,75,45,-24,15,rotation
4,aiming,cf80b7,108,135,45,-29,15,rotation
4,aiming,cf80b7,109,45,45,-24,15,rotation
4,aiming,cf80b7,110,105,45,-28,15,rotation
4,aiming,cf80b7,111,135,45,-28,15,rotation
4,aiming,cf80b7,112,75,45,-24,15,rotation
4,aiming,cf80b7,113,75,45,-28,15,rotation
4,aiming,cf80b7,114,45,45,-24,15,rotation
4,aiming,cf80b7,115,105,45,-30,15,rotation
4,aiming,cf80b7,116,135,45,-31,15,rotation
4,aiming,cf80b7,117,135,45,-22,15,rotation
4,aiming,cf80b7,118,105,45,-27,15,rotation
4,aiming,cf80b7,119,45,45,-21,15,rotation
4,aiming,cf80b7,120,75,45,-28,15,rotation
4,aiming,9ca7d5,1,75,0,1,15,baseline
4,aiming,9ca7d5,2,45,0,2,15,baseline
4,aiming,9ca7d5,3,135,0,1,15,baseline
4,aiming,9ca7d5,4,105,0,0,15,baseline
4,aiming,9ca7d5,5,105,0,0,15,baseline
4,aiming,9ca7d5,6,75,0,1,15,baseline
4,aiming,9ca7d5,7,135,0,1,15,baseline
4,aiming,9ca7d5,8,45,0,3,15,baseline
4,aiming,9ca7d5,9,105,0,0,15,baseline
4,aiming,9ca7d5,10,75,0,1,15,baseline
4,aiming,9ca7d5,11,45,0,3,15,baseline
4,aiming,9ca7d5,12,135,0,1,15,baseline
4,aiming,9ca7d5,13,45,0,1,15,baseline
4,aiming,9ca7d5,14,135,0,0,15,baseline
4,aiming,9ca7d5,15,75,0,1,15,baseline
4,aiming,9ca7d5,16,105,0,0,15,baseline
4,aiming,9ca7d5,17,105,0,0,15,baseline
4,aiming,9ca7d5,18,135,0,0,15,baseline
4,aiming,9ca7d5,19,75,0,1,15,baseline
4,aiming,9ca7d5,20,45,0,2,15,baseline
4,aiming,9ca7d5,21,105,45,0,15,rotation
4,aiming,9ca7d5,22,45,45,NA,15,rotation
4,aiming,9ca7d5,23,135,45,-46,15,rotation
4,aiming,9ca7d5,24,75,45,-69,15,rotation
4,aiming,9ca7d5,25,135,45,-40,15,rotation
4,aiming,9ca7d5,26,105,45,-30,15,rotation
4,aiming,9ca7d5,27,45,45,-21,15,rotation
4,aiming,9ca7d5,28,75,45,-33,15,rotation
4,aiming,9ca7d5,29,135,45,-33,15,rotation
4,aiming,9ca7d5,30,75,45,-39,15,rotation
4,aiming,9ca7d5,31,45,45,-45,15,rotation
4,aiming,9ca7d5,32,105,45,-31,15,rotation
4,aiming,9ca7d5,33,75,45,-29,15,rotation
4,aiming,9ca7d5,34,135,45,-23,15,rotation
4,aiming,9ca7d5,35,45,45,-43,15,rotation
4,aiming,9ca7d5,36,105,45,-46,15,rotation
4,aiming,9ca7d5,37,135,45,-40,15,rotation
4,aiming,9ca7d5,38,105,45,-34,15,rotation
4,aiming,9ca7d5,39,75,45,-46,15,rotation
4,aiming,9ca7d5,40,45,45,-38,15,rotation
4,aiming,9ca7d5,41,75,45,-31,15,rotation
4,aiming,9ca7d5,42,45,45,-27,15,rotation
4,aiming,9ca7d5,43,135,45,-39,15,rotation
4,aiming,9ca7d5,44,105,45,-42,15,rotation
4,aiming,9ca7d5,45,105,45,-40,15,rotation
4,aiming,9ca7d5,46,75,45,-40,15,rotation
4,aiming,9ca7d5,47,135,45,-36,15,rotation
4,aiming,9ca7d5,48,45,45,-38,15,rotation
4,aiming,9ca7d5,49,45,45,-36,15,rotation
4,aiming,9ca7d5,50,105,45,-37,15,rotation
4,aiming,9ca7d5,51,75,45,-33,15,rotation
4,aiming,9ca7d5,52,135,45,-42,15,rotation
4,aiming,9ca7d5,53,105,45,-34,15,rotation
4,aiming,9ca7d5,54,135,45,-36,15,rotation
4,aiming,9ca7d5,55,75,45,-32,15,rotation
4,aiming,9ca7d5,56,45,45,-38,15,rotation
4,aiming,9ca7d5,57,135,45,-39,15,rotation
4,aiming,9ca7d5,58,75,45,-34,15,rotation
4,aiming,9ca7d5,59,45,45,-21,15,rotation
4,aiming,9ca7d5,60,105,45,-31,15,rotation
4,aiming,9ca7d5,61,105,45,-39,15,rotation
4,aiming,9ca7d5,62,75,45,-38,15,rotation
4,aiming,9ca7d5,63,45,45,-42,15,rotation
4,aiming,9ca7d5,64,135,45,-37,15,rotation
4,aiming,9ca7d5,65,75,45,-36,15,rotation
4,aiming,9ca7d5,66,105,45,-43,15,rotation
4,aiming,9ca7d5,67,45,45,-44,15,rotation
4,aiming,9ca7d5,68,135,45,-43,15,rotation
4,aiming,9ca7d5,69,135,45,-41,15,rotation
4,aiming,9ca7d5,70,105,45,-44,15,rotation
4,aiming,9ca7d5,71,75,45,-49,15,rotation
4,aiming,9ca7d5,72,45,45,-38,15,rotation
4,aiming,9ca7d5,73,75,45,-31,15,rotation
4,aiming,9ca7d5,74,135,45,-43,15,rotation
4,aiming,9ca7d5,75,105,45,-42,15,rotation
4,aiming,9ca7d5,76,45,45,-32,15,rotation
4,aiming,9ca7d5,77,105,45,-40,15,rotation
4,aiming,9ca7d5,78,75,45,-37,15,rotation
4,aiming,9ca7d5,79,135,45,-45,15,rotation
4,aiming,9ca7d5,80,45,45,-33,15,rotation
4,aiming,9ca7d5,81,45,45,-37,15,rotation
4,aiming,9ca7d5,82,105,45,-42,15,rotation
4,aiming,9ca7d5,83,75,45,-46,15,rotation
4,aiming,9ca7d5,84,135,45,-44,15,rotation
4,aiming,9ca7d5,85,105,45,-44,15,rotation
4,aiming,9ca7d5,86,75,45,-39,15,rotation
4,aiming,9ca7d5,87,45,45,-30,15,rotation
4,aiming,9ca7d5,88,135,45,-36,15,rotation
4,aiming,9ca7d5,89,45,45,-33,15,rotation
4,aiming,9ca7d5,90,75,45,-35,15,rotation
4,aiming,9ca7d5,91,135,45,-38,15,rotation
4,aiming,9ca7d5,92,105,45,-40,15,rotation
4,aiming,9ca7d5,93,105,45,-41,15,rotation
4,aiming,9ca7d5,94,45,45,-34,15,rotation
4,aiming,9ca7d5,95,75,45,-38,15,rotation
4,aiming,9ca7d5,96,135,45,-40,15,rotation
4,aiming,9ca7d5,97,75,45,-34,15,rotation
4,aiming,9ca7d5,98,45,45,-35,15,rotation
4,aiming,9ca7d5,99,105,45,-37,15,rotation
4,aiming,9ca7d5,100,135,45,-45,15,rotation
4,aiming,9ca7d5,101,75,45,-36,15,rotation
4,aiming,9ca7d5,102,45,45,-32,15,rotation
4,aiming,9ca7d5,103,105,45,-38,15,rotation
4,aiming,9ca7d5,104,135,45,-43,15,rotation
4,aiming,9ca7d5,105,135,45,-42,15,rotation
4,aiming,9ca7d5,106,45,45,-39,15,rotation
4,aiming,9ca7d5,107,105,45,-38,15,rotation
4,aiming,9ca7d5,108,75,45,-39,15,rotation
4,aiming,9ca7d5,109,45,45,-36,15,rotation
4,aiming,9ca7d5,110,135,45,-45,15,rotation
4,aiming,9ca7d5,111,105,45,-42,15,rotation
4,aiming,9ca7d5,112,75,45,-38,15,rotation
4,aiming,9ca7d5,113,45,45,-41,15,rotation
4,aiming,9ca7d5,114,105,45,-45,15,rotation
4,aiming,9ca7d5,115,75,45,-35,15,rotation
4,aiming,9ca7d5,116,135,45,-42,15,rotation
4,aiming,9ca7d5,117,75,45,-41,15,rotation
4,aiming,9ca7d5,118,45,45,-43,15,rotation
4,aiming,9ca7d5,119,135,45,-44,15,rotation
4,aiming,9ca7d5,120,105,45,-44,15,rotation
4,aiming,166f9b,1,135,0,0,15,baseline
4,aiming,166f9b,2,75,0,0,15,baseline
4,aiming,166f9b,3,45,0,0,15,baseline
4,aiming,166f9b,4,105,0,0,15,baseline
4,aiming,166f9b,5,45,0,0,15,baseline
4,aiming,166f9b,6,75,0,0,15,baseline
4,aiming,166f9b,7,135,0,0,15,baseline
4,aiming,166f9b,8,105,0,0,15,baseline
4,aiming,166f9b,9,45,0,0,15,baseline
4,aiming,166f9b,10,75,0,0,15,baseline
4,aiming,166f9b,11,105,0,0,15,baseline
4,aiming,166f9b,12,135,0,0,15,baseline
4,aiming,166f9b,13,75,0,0,15,baseline
4,aiming,166f9b,14,45,0,0,15,baseline
4,aiming,166f9b,15,105,0,0,15,baseline
4,aiming,166f9b,16,135,0,0,15,baseline
4,aiming,166f9b,17,135,0,1,15,baseline
4,aiming,166f9b,18,45,0,0,15,baseline
4,aiming,166f9b,19,75,0,0,15,baseline
4,aiming,166f9b,20,105,0,0,15,baseline
4,aiming,166f9b,21,45,45,1,15,rotation
4,aiming,166f9b,22,105,45,NA,15,rotation
4,aiming,166f9b,23,75,45,-29,15,rotation
4,aiming,166f9b,24,135,45,-59,15,rotation
4,aiming,166f9b,25,135,45,-23,15,rotation
4,aiming,166f9b,26,75,45,-29,15,rotation
4,aiming,166f9b,27,105,45,-28,15,rotation
4,aiming,166f9b,28,45,45,-30,15,rotation
4,aiming,166f9b,29,135,45,-29,15,rotation
4,aiming,166f9b,30,105,45,-23,15,rotation
4,aiming,166f9b,31,75,45,-25,15,rotation
4,aiming,166f9b,32,45,45,-23,15,rotation
4,aiming,166f9b,33,105,45,-29,15,rotation
4,aiming,166f9b,34,75,45,-21,15,rotation
4,aiming,166f9b,35,45,45,-20,15,rotation
4,aiming,166f9b,36,135,45,-25,15,rotation
4,aiming,166f9b,37,75,45,-23,15,rotation
4,aiming,166f9b,38,105,45,-21,15,rotation
4,aiming,166f9b,39,135,45,-25,15,rotation
4,aiming,166f9b,40,45,45,-24,15,rotation
4,aiming,166f9b,41,105,45,-28,15,rotation
4,aiming,166f9b,42,135,45,-26,15,rotation
4,aiming,166f9b,43,75,45,-18,15,rotation
4,aiming,166f9b,44,45,45,-21,15,rotation
4,aiming,166f9b,45,75,45,-25,15,rotation
4,aiming,166f9b,46,45,45,-26,15,rotation
4,aiming,166f9b,47,135,45,-24,15,rotation
4,aiming,166f9b,48,105,45,-26,15,rotation
4,aiming,166f9b,49,105,45,-28,15,rotation
4,aiming,166f9b,50,45,45,-23,15,rotation
4,aiming,166f9b,51,135,45,-26,15,rotation
4,aiming,166f9b,52,75,45,-31,15,rotation
4,aiming,166f9b,53,75,45,-30,15,rotation
4,aiming,166f9b,54,45,45,-20,15,rotation
4,aiming,166f9b,55,135,45,-25,15,rotation
4,aiming,166f9b,56,105,45,-25,15,rotation
4,aiming,166f9b,57,75,45,-23,15,rotation
4,aiming,166f9b,58,105,45,-29,15,rotation
4,aiming,166f9b,59,135,45,-23,15,rotation
4,aiming,166f9b,60,45,45,-25,15,rotation
4,aiming,166f9b,61,135,45,-24,15,rotation
4,aiming,166f9b,62,45,45,-18,15,rotation
4,aiming,166f9b,63,75,45,-27,15,rotation
4,aiming,166f9b,64,105,45,-27,15,rotation
4,aiming,166f9b,65,45,45,-20,15,rotation
4,aiming,166f9b,66,75,45,-30,15,rotation
4,aiming,166f9b,67,135,45,-27,15,rotation
4,aiming,166f9b,68,105,45,-24,15,rotation
4,aiming,166f9b,69,45,45,-20,15,rotation
4,aiming,166f9b,70,75,45,-23,15,rotation
4,aiming,166f9b,71,135,45,-27,15,rotation
4,aiming,166f9b,72,105,45,-21,15,rotation
4,aiming,166f9b,73,105,45,-26,15,rotation
4,aiming,166f9b,74,45,45,-28,15,rotation
4,aiming,166f9b,75,75,45,-20,15,rotation
4,aiming,166f9b,76,135,45,-26,15,rotation
4,aiming,166f9b,77,135,45,-23,15,rotation
4,aiming,166f9b,78,105,45,-29,15,rotation
4,aiming,166f9b,79,45,45,-22,15,rotation
4,aiming,166f9b,80,75,45,-23,15,rotation
4,aiming,166f9b,81,75,45,-26,15,rotation
4,aiming,166f9b,82,45,45,-26,15,rotation
4,aiming,166f9b,83,105,45,-20,15,rotation
4,aiming,166f9b,84,135,45,-22,15,rotation
4,aiming,166f9b,85,105,45,-29,15,rotation
4,aiming,166f9b,86,135,45,-29,15,rotation
4,aiming,166f9b,87,75,45,-19,15,rotation
4,aiming,166f9b,88,45,45,-21,15,rotation
4,aiming,166f9b,89,135,45,-27,15,rotation
4,aiming,166f9b,90,45,45,-23,15,rotation
4,aiming,166f9b,91,105,45,-26,15,rotation
4,aiming,166f9b,92,75,45,-31,15,rotation
4,aiming,166f9b,93,45,45,-30,15,rotation
4,aiming,166f9b,94,105,45,-22,15,rotation
4,aiming,166f9b,95,135,45,-26,15,rotation
4,aiming,166f9b,96,75,45,-28,15,rotation
4,aiming,166f9b,97,45,45,-31,15,rotation
4,aiming,166f9b,98,105,45,-23,15,rotation
4,aiming,166f9b,99,135,45,-21,15,rotation
4,aiming,166f9b,100,75,45,-25,15,rotation
4,aiming,166f9b,101,75,45,-23,15,rotation
4,aiming,166f9b,102,105,45,-20,15,rotation
4,aiming,166f9b,103,135,45,-24,15,rotation
4,aiming,166f9b,104,45,45,-20,15,rotation
4,aiming,166f9b,105,135,45,NA,15,rotation
4,aiming,166f9b,106,105,45,-27,15,rotation
4,aiming,166f9b,107,75,45,-25,15,rotation
4,aiming,166f9b,108,45,45,-28,15,rotation
4,aiming,166f9b,109,135,45,-28,15,rotation
4,aiming,166f9b,110,45,45,-22,15,rotation
4,aiming,166f9b,111,75,45,-23,15,rotation
4,aiming,166f9b,112,105,45,-21,15,rotation
4,aiming,166f9b,113,75,45,-28,15,rotation
4,aiming,166f9b,114,135,45,-29,15,rotation
4,aiming,166f9b,115,105,45,-21,15,rotation
4,aiming,166f9b,116,45,45,-20,15,rotation
4,aiming,166f9b,117,105,45,-24,15,rotation
4,aiming,166f9b,118,75,45,-18,15,rotation
4,aiming,166f9b,119,135,45,-22,15,rotation
4,aiming,166f9b,120,45,45,-20,15,rotation
4,aiming,0cb9db,1,105,0,-2,15,baseline
4,aiming,0cb9db,2,45,0,2,15,baseline
4,aiming,0cb9db,3,75,0,3,15,baseline
4,aiming,0cb9db,4,135,0,3,15,baseline
4,aiming,0cb9db,5,45,0,2,15,baseline
4,aiming,0cb9db,6,135,0,1,15,baseline
4,aiming,0cb9db,7,75,0,0,15,baseline
4,aiming,0cb9db,8,105,0,3,15,baseline
4,aiming,0cb9db,9,135,0,3,15,baseline
4,aiming,0cb9db,10,75,0,1,15,baseline
4,aiming,0cb9db,11,45,0,0,15,baseline
4,aiming,0cb9db,12,105,0,2,15,baseline
4,aiming,0cb9db,13,105,0,5,15,baseline
4,aiming,0cb9db,14,75,0,3,15,baseline
4,aiming,0cb9db,15,135,0,1,15,baseline
4,aiming,0cb9db,16,45,0,3,15,baseline
4,aiming,0cb9db,17,135,0,2,15,baseline
4,aiming,0cb9db,18,45,0,1,15,baseline
4,aiming,0cb9db,19,75,0,2,15,baseline
4,aiming,0cb9db,20,105,0,1,15,baseline
4,aiming,0cb9db,21,135,45,1,15,rotation
4,aiming,0cb9db,22,45,45,0,15,rotation
4,aiming,0cb9db,23,105,45,2,15,rotation
4,aiming,0cb9db,24,75,45,2,15,rotation
4,aiming,0cb9db,25,75,45,0,15,rotation
4,aiming,0cb9db,26,105,45,3,15,rotation
4,aiming,0cb9db,27,135,45,1,15,rotation
4,aiming,0cb9db,28,45,45,1,15,rotation
4,aiming,0cb9db,29,105,45,NA,15,rotation
4,aiming,0cb9db,30,45,45,1,15,rotation
4,aiming,0cb9db,31,135,45,0,15,rotation
4,aiming,0cb9db,32,75,45,-24,15,rotation
4,aiming,0cb9db,33,75,45,-29,15,rotation
4,aiming,0cb9db,34,105,45,-25,15,rotation
4,aiming,0cb9db,35,135,45,-24,15,rotation
4,aiming,0cb9db,36,45,45,-23,15,rotation
4,aiming,0cb9db,37,75,45,-32,15,rotation
4,aiming,0cb9db,38,135,45,-27,15,rotation
4,aiming,0cb9db,39,45,45,-26,15,rotation
4,aiming,0cb9db,40,105,45,-34,15,rotation
4,aiming,0cb9db,41,135,45,-26,15,rotation
4,aiming,0cb9db,42,45,45,-35,15,rotation
4,aiming,0cb9db,43,105,45,-33,15,rotation
4,aiming,0cb9db,44,75,45,-34,15,rotation
4,aiming,0cb9db,45,45,45,-35,15,rotation
4,aiming,0cb9db,46,75,45,-42,15,rotation
4,aiming,0cb9db,47,135,45,-34,15,rotation
4,aiming,0cb9db,48,105,45,-35,15,rotation
4,aiming,0cb9db,49,45,45,-42,15,rotation
4,aiming,0cb9db,50,75,45,-39,15,rotation
4,aiming,0cb9db,51,105,45,-41,15,rotation
4,aiming,0cb9db,52,135,45,-36,15,rotation
4,aiming,0cb9db,53,45,45,-43,15,rotation
4,aiming,0cb9db,54,105,45,-39,15,rotation
4,aiming,0cb9db,55,75,45,-41,15,rotation
4,aiming,0cb9db,56,135,45,-42,15,rotation
4,aiming,0cb9db,57,105,45,-39,15,rotation
4,aiming,0cb9db,58,75,45,-42,15,rotation
4,aiming,0cb9db,59,135,45,-32,15,rotation
4,aiming,0cb9db,60,45,45,-38,15,rotation
4,aiming,0cb9db,61,45,45,-49,15,rotation
4,aiming,0cb9db,62,75,45,-54,15,rotation
4,aiming,0cb9db,63,135,45,-39,15,rotation
4,aiming,0cb9db,64,105,45,-41,15,rotation
4,aiming,0cb9db,65,135,45,-42,15,rotation
4,aiming,0cb9db,66,75,45,-38,15,rotation
4,aiming,0cb9db,67,45,45,-46,15,rotation
4,aiming,0cb9db,68,105,45,-41,15,rotation
4,aiming,0cb9db,69,135,45,-44,15,rotation
