exp,condition,participant,trialno,aiming_target,rotation_deg,aimingdeviation_deg,arrow_offset,phase
4,aiming,1991ff,54,105,45,-1,15,rotation
4,aiming,1991ff,55,135,45,-1,15,rotation
4,aiming,1991ff,56,45,45,1,15,rotation
4,aiming,1991ff,57,105,45,0,15,rotation
4,aiming,1991ff,58,135,45,-1,15,rotation
4,aiming,1991ff,59,45,45,0,15,rotation
4,aiming,1991ff,60,75,45,0,15,rotation
4,aiming,1991ff,61,135,45,-1,15,rotation
4,aiming,1991ff,62,105,45,-1,15,rotation
4,aiming,1991ff,63,75,45,-1,15,rotation
4,aiming,1991ff,64,45,45,-1,15,rotation
4,aiming,1991ff,65,135,45,0,15,rotation
4,aiming,1991ff,66,45,45,1,15,rotation
4,aiming,1991ff,67,105,45,-2,15,rotation
4,aiming,1991ff,68,75,45,-1,15,rotation
4,aiming,1991ff,69,135,45,-1,15,rotation
4,aiming,1991ff,70,75,45,-4,15,rotation
4,aiming,1991ff,71,105,45,1,15,rotation
4,aiming,1991ff,72,45,45,1,15,rotation
4,aiming,1991ff,73,105,45,-2,15,rotation
4,aiming,1991ff,74,75,45,0,15,rotation
4,aiming,1991ff,75,45,45,-1,15,rotation
4,aiming,1991ff,76,135,45,-1,15,rotation
4,aiming,1991ff,77,45,45,0,15,rotation
4,aiming,1991ff,78,135,45,0,15,rotation
4,aiming,1991ff,79,105,45,-2,15,rotation
4,aiming,1991ff,80,75,45,-2,15,rotation
4,aiming,1991ff,81,45,45,0,15,rotation
4,aiming,1991ff,82,75,45,-2,15,rotation
4,aiming,1991ff,83,105,45,-1,15,rotation
4,aiming,1991ff,84,135,45,0,15,rotation
4,aiming,1991ff,85,105,45,-2,15,rotation
4,aiming,1991ff,86,45,45,1,15,rotation
4,aiming,1991ff,87,135,45,-3,15,rotation
4,aiming,1991ff,88,75,45,-2,15,rotation
4,aiming,1991ff,89,135,45,0,15,rotation
4,aiming,1991ff,90,75,45,-1,15,rotation
4,aiming,1991ff,91,105,45,-3,15,rotation
4,aiming,1991ff,92,45,45,1,15,rotation
4,aiming,1991ff,93,135,45,0,15,rotation
4,aiming,1991ff,94,75,45,-2,15,rotation
4,aiming,1991ff,95,105,45,-2,15,rotation
4,aiming,1991ff,96,45,45,0,15,rotation
4,aiming,1991ff,97,45,45,1,15,rotation
4,aiming,1991ff,98,75,45,-1,15,rotation
4,aiming,1991ff,99,135,45,-2,15,rotation
4,aiming,1991ff,100,105,45,-2,15,rotation
4,aiming,1991ff,101,45,45,-1,15,rotation
4,aiming,1991ff,102,75,45,-2,15,rotation
4,aiming,1991ff,103,135,45,-2,15,rotation
4,aiming,1991ff,104,105,45,-2,15,rotation
4,aiming,1991ff,105,75,45,-2,15,rotation
4,aiming,1991ff,106,105,45,-2,15,rotation
4,aiming,1991ff,107,45,45,1,15,rotation
4,aiming,1991ff,108,135,45,1,15,rotation
4,aiming,1991ff,109,135,45,0,15,rotation
4,aiming,1991ff,110,45,45,-1,15,rotation
4,aiming,1991ff,111,105,45,3,15,rotation
4,aiming,1991ff,112,75,45,0,15,rotation
4,aiming,1991ff,113,135,45,1,15,rotation
4,aiming,1991ff,114,75,45,-3,15,rotation
4,aiming,1991ff,115,105,45,0,15,rotation
4,aiming,1991ff,116,45,45,-3,15,rotation
4,aiming,1991ff,117,75,45,-1,15,rotation
4,aiming,1991ff,118,135,45,-4,15,rotation
4,aiming,1991ff,119,45,45,-1,15,rotation
4,aiming,1991ff,120,105,45,-2,15,rotation
4,aiming,ef9a45,1,135,0,2,15,baseline
4,aiming,ef9a45,2,75,0,1,15,baseline
4,aiming,ef9a45,3,45,0,-1,15,baseline
4,aiming,ef9a45,4,105,0,2,15,baseline
4,aiming,ef9a45,5,135,0,0,15,baseline
4,aiming,ef9a45,6,75,0,1,15,baseline
4,aiming,ef9a45,7,45,0,-1,15,baseline
4,aiming,ef9a45,8,105,0,3,15,baseline
4,aiming,ef9a45,9,135,0,0,15,baseline
4,aiming,ef9a45,10,105,0,1,15,baseline
4,aiming,ef9a45,11,75,0,-2,15,baseline
4,aiming,ef9a45,12,45,0,-1,15,baseline
4,aiming,ef9a45,13,105,0,1,15,baseline
4,aiming,ef9a45,14,135,0,2,15,baseline
4,aiming,ef9a45,15,45,0,0,15,baseline
4,aiming,ef9a45,16,75,0,0,15,baseline
4,aiming,ef9a45,17,45,0,1,15,baseline
4,aiming,ef9a45,18,75,0,-1,15,baseline
4,aiming,ef9a45,19,135,0,2,15,baseline
4,aiming,ef9a45,20,105,0,2,15,baseline
4,aiming,ef9a45,21,105,45,0,15,rotation
4,aiming,ef9a45,22,45,45,1,15,rotation
4,aiming,ef9a45,23,135,45,-34,15,rotation
4,aiming,ef9a45,24,75,45,-30,15,rotation
4,aiming,ef9a45,25,45,45,-22,15,rotation
4,aiming,ef9a45,26,135,45,-31,15,rotation
4,aiming,ef9a45,27,105,45,-33,15,rotation
4,aiming,ef9a45,28,75,45,-29,15,rotation
4,aiming,ef9a45,29,135,45,-27,15,rotation
4,aiming,ef9a45,30,105,45,-30,15,rotation
4,aiming,ef9a45,31,45,45,-28,15,rotation
4,aiming,ef9a45,32,75,45,-28,15,rotation
4,aiming,ef9a45,33,45,45,-32,15,rotation
4,aiming,ef9a45,34,75,45,-32,15,rotation
4,aiming,ef9a45,35,105,45,-33,15,rotation
4,aiming,ef9a45,36,135,45,-35,15,rotation
4,aiming,ef9a45,37,105,45,-35,15,rotation
4,aiming,ef9a45,38,75,45,-37,15,rotation
4,aiming,ef9a45,39,135,45,-36,15,rotation
4,aiming,ef9a45,40,45,45,-34,15,rotation
4,aiming,ef9a45,41,45,45,-40,15,rotation
4,aiming,ef9a45,42,135,45,-42,15,rotation
4,aiming,ef9a45,43,75,45,-40,15,rotation
4,aiming,ef9a45,44,105,45,-40,15,rotation
4,aiming,ef9a45,45,45,45,-38,15,rotation
4,aiming,ef9a45,46,105,45,-37,15,rotation
4,aiming,ef9a45,47,75,45,-38,15,rotation
4,aiming,ef9a45,48,135,45,-36,15,rotation
4,aiming,ef9a45,49,135,45,-36,15,rotation
4,aiming,ef9a45,50,45,45,-34,15,rotation
4,aiming,ef9a45,51,75,45,-41,15,rotation
4,aiming,ef9a45,52,105,45,-33,15,rotation
4,aiming,ef9a45,53,45,45,-42,15,rotation
4,aiming,ef9a45,54,75,45,-47,15,rotation
4,aiming,ef9a45,55,135,45,-37,15,rotation
4,aiming,ef9a45,56,105,45,-42,15,rotation
4,aiming,ef9a45,57,105,45,-44,15,rotation
4,aiming,ef9a45,58,45,45,-45,15,rotation
4,aiming,ef9a45,59,75,45,-47,15,rotation
4,aiming,ef9a45,60,135,45,-36,15,rotation
4,aiming,ef9a45,61,45,45,-46,15,rotation
4,aiming,ef9a45,62,135,45,NA,15,rotation
4,aiming,ef9a45,63,75,45,-39,15,rotation
4,aiming,ef9a45,64,105,45,-39,15,rotation
4,aiming,ef9a45,65,105,45,-36,15,rotation
4,aiming,ef9a45,66,45,45,-46,15,rotation
4,aiming,ef9a45,67,135,45,-37,15,rotation
4,aiming,ef9a45,68,75,45,-48,15,rotation
4,aiming,ef9a45,69,135,45,-43,15,rotation
4,aiming,ef9a45,70,105,45,-50,15,rotation
4,aiming,ef9a45,71,75,45,-50,15,rotation
4,aiming,ef9a45,72,45,45,-46,15,rotation
4,aiming,ef9a45,73,75,45,-43,15,rotation
4,aiming,ef9a45,74,105,45,-43,15,rotation
4,aiming,ef9a45,75,135,45,-47,15,rotation
4,aiming,ef9a45,76,45,45,-50,15,rotation
4,aiming,ef9a45,77,105,45,-51,15,rotation
4,aiming,ef9a45,78,45,45,-47,15,rotation
4,aiming,ef9a45,79,75,45,-49,15,rotation
4,aiming,ef9a45,80,135,45,-40,15,rotation
4,aiming,ef9a45,81,105,45,-43,15,rotation
4,aiming,ef9a45,82,45,45,-42,15,rotation
4,aiming,ef9a45,83,75,45,-45,15,rotation
4,aiming,ef9a45,84,135,45,-38,15,rotation
4,aiming,ef9a45,85,45,45,-50,15,rotation
4,aiming,ef9a45,86,105,45,-57,15,rotation
4,aiming,ef9a45,87,75,45,-55,15,rotation
4,aiming,ef9a45,88,135,45,-44,15,rotation
4,aiming,ef9a45,89,45,45,-43,15,rotation
4,aiming,ef9a45,90,105,45,-50,15,rotation
4,aiming,ef9a45,91,75,45,-38,15,rotation
4,aiming,ef9a45,92,135,45,-40,15,rotation
4,aiming,ef9a45,93,105,45,-48,15,rotation
4,aiming,ef9a45,94,75,45,-46,15,rotation
4,aiming,ef9a45,95,135,45,-39,15,rotation
4,aiming,ef9a45,96,45,45,-53,15,rotation
4,aiming,ef9a45,97,135,45,-40,15,rotation
4,aiming,ef9a45,98,105,45,-38,15,rotation
4,aiming,ef9a45,99,75,45,-41,15,rotation
4,aiming,ef9a45,100,45,45,-40,15,rotation
4,aiming,ef9a45,101,45,45,-42,15,rotation
4,aiming,ef9a45,102,135,45,-49,15,rotation
4,aiming,ef9a45,103,105,45,-52,15,rotation
4,aiming,ef9a45,104,75,45,-42,15,rotation
4,aiming,ef9a45,105,75,45,-39,15,rotation
4,aiming,ef9a45,106,135,45,-45,15,rotation
4,aiming,ef9a45,107,105,45,-47,15,rotation
4,aiming,ef9a45,108,45,45,-46,15,rotation
4,aiming,ef9a45,109,75,45,-48,15,rotation
4,aiming,ef9a45,110,45,45,-43,15,rotation
4,aiming,ef9a45,111,135,45,-38,15,rotation
4,aiming,ef9a45,112,105,45,-39,15,rotation
4,aiming,ef9a45,113,75,45,-46,15,rotation
4,aiming,ef9a45,114,105,45,-39,15,rotation
4,aiming,ef9a45,115,135,45,-44,15,rotation
4,aiming,ef9a45,116,45,45,-50,15,rotation
4,aiming,ef9a45,117,75,45,-49,15,rotation
4,aiming,ef9a45,118,105,45,-45,15,rotation
4,aiming,ef9a45,119,135,45,-39,15,rotation
4,aiming,ef9a45,120,45,45,-51,15,rotation
4,aiming,9d7c48,1,135,0,1,15,baseline
4,aiming,9d7c48,2,75,0,0,15,baseline
4,aiming,9d7c48,3,105,0,0,15,baseline
4,aiming,9d7c48,4,45,0,2,15,baseline
4,aiming,9d7c48,5,135,0,2,15,baseline
4,aiming,9d7c48,6,75,0,0,15,baseline
4,aiming,9d7c48,7,105,0,1,15,baseline
4,aiming,9d7c48,8,45,0,0,15,baseline
4,aiming,9d7c48,9,105,0,1,15,baseline
4,aiming,9d7c48,10,135,0,1,15,baseline
4,aiming,9d7c48,11,45,0,1,15,baseline
4,aiming,9d7c48,12,75,0,-1,15,baseline
4,aiming,9d7c48,13,105,0,1,15,baseline
4,aiming,9d7c48,14,75,0,0,15,baseline
4,aiming,9d7c48,15,135,0,1,15,baseline
4,aiming,9d7c48,16,45,0,-2,15,baseline
4,aiming,9d7c48,17,75,0,0,15,baseline
4,aiming,9d7c48,18,105,0,1,15,baseline
4,aiming,9d7c48,19,45,0,1,15,baseline
4,aiming,9d7c48,20,135,0,2,15,baseline
4,aiming,9d7c48,21,135,45,0,15,rotation
4,aiming,9d7c48,22,75,45,-2,15,rotation
4,aiming,9d7c48,23,105,45,-24,15,rotation
4,aiming,9d7c48,24,45,45,-17,15,rotation
4,aiming,9d7c48,25,105,45,-24,15,rotation
4,aiming,9d7c48,26,45,45,-19,15,rotation
4,aiming,9d7c48,27,135,45,-23,15,rotation
4,aiming,9d7c48,28,75,45,-22,15,rotation
4,aiming,9d7c48,29,105,45,-26,15,rotation
4,aiming,9d7c48,30,45,45,-19,15,rotation
4,aiming,9d7c48,31,135,45,-28,15,rotation
4,aiming,9d7c48,32,75,45,-23,15,rotation
4,aiming,9d7c48,33,135,45,-22,15,rotation
4,aiming,9d7c48,34,45,45,-17,15,rotation
4,aiming,9d7c48,35,105,45,-25,15,rotation
4,aiming,9d7c48,36,75,45,-20,15,rotation
4,aiming,9d7c48,37,135,45,-23,15,rotation
4,aiming,9d7c48,38,105,45,-23,15,rotation
4,aiming,9d7c48,39,75,45,-19,15,rotation
4,aiming,9d7c48,40,45,45,-21,15,rotation
4,aiming,9d7c48,41,135,45,-26,15,rotation
4,aiming,9d7c48,42,75,45,-24,15,rotation
4,aiming,9d7c48,43,105,45,-19,15,rotation
4,aiming,9d7c48,44,45,45,-14,15,rotation
4,aiming,9d7c48,45,105,45,-17,15,rotation
4,aiming,9d7c48,46,75,45,-20,15,rotation
4,aiming,9d7c48,47,45,45,-19,15,rotation
4,aiming,9d7c48,48,135,45,-17,15,rotation
4,aiming,9d7c48,49,135,45,-18,15,rotation
4,aiming,9d7c48,50,75,45,-21,15,rotation
4,aiming,9d7c48,51,105,45,-22,15,rotation
4,aiming,9d7c48,52,45,45,-15,15,rotation
4,aiming,9d7c48,53,45,45,-15,15,rotation
4,aiming,9d7c48,54,105,45,-17,15,rotation
4,aiming,9d7c48,55,75,45,-24,15,rotation
4,aiming,9d7c48,56,135,45,-17,15,rotation
4,aiming,9d7c48,57,45,45,-15,15,rotation
4,aiming,9d7c48,58,75,45,-21,15,rotation
4,aiming,9d7c48,59,135,45,NA,15,rotation
4,aiming,9d7c48,60,105,45,-21,15,rotation
4,aiming,9d7c48,61,75,45,-21,15,rotation
4,aiming,9d7c48,62,105,45,-26,15,rotation
4,aiming,9d7c48,63,135,45,-19,15,rotation
4,aiming,9d7c48,64,45,45,-21,15,rotation
4,aiming,9d7c48,65,75,45,-17,15,rotation
4,aiming,9d7c48,66,105,45,-23,15,rotation
4,aiming,9d7c48,67,135,45,-19,15,rotation
4,aiming,9d7c48,68,45,45,-22,15,rotation
4,aiming,9d7c48,69,45,45,-14,15,rotation
4,aiming,9d7c48,70,105,45,-21,15,rotation
4,aiming,9d7c48,71,75,45,-16,15,rotation
4,aiming,9d7c48,72,135,45,-21,15,rotation
4,aiming,9d7c48,73,75,45,-16,15,rotation
4,aiming,9d7c48,74,105,45,-18,15,rotation
4,aiming,9d7c48,75,135,45,-25,15,rotation
4,aiming,9d7c48,76,45,45,-17,15,rotation
4,aiming,9d7c48,77,75,45,-18,15,rotation
4,aiming,9d7c48,78,105,45,-19,15,rotation
4,aiming,9d7c48,79,135,45,-16,15,rotation
4,aiming,9d7c48,80,45,45,-18,15,rotation
4,aiming,9d7c48,81,45,45,-19,15,rotation
4,aiming,9d7c48,82,75,45,-11,15,rotation
4,aiming,9d7c48,83,105,45,-16,15,rotation
4,aiming,9d7c48,84,135,45,-20,15,rotation
4,aiming,9d7c48,85,45,45,-16,15,rotation
4,aiming,9d7c48,86,75,45,-21,15,rotation
4,aiming,9d7c48,87,105,45,-14,15,rotation
4,aiming,9d7c48,88,135,45,-19,15,rotation
4,aiming,9d7c48,89,45,45,-20,15,rotation
4,aiming,9d7c48,90,105,45,-22,15,rotation
4,aiming,9d7c48,91,135,45,-23,15,rotation
4,aiming,9d7c48,92,75,45,-20,15,rotation
4,aiming,9d7c48,93,105,45,-20,15,rotation
4,aiming,9d7c48,94,135,45,-21,15,rotation
4,aiming,9d7c48,95,75,45,-18,15,rotation
4,aiming,9d7c48,96,45,45,-18,15,rotation
4,aiming,9d7c48,97,135,45,-22,15,rotation
4,aiming,9d7c48,98,45,45,-20,15,rotation
4,aiming,9d7c48,99,105,45,-22,15,rotation
4,aiming,9d7c48,100,75,45,-21,15,rotation
4,aiming,9d7c48,101,75,45,-15,15,rotation
4,aiming,9d7c48,102,135,45,-21,15,rotation
4,aiming,9d7c48,103,105,45,-21,15,rotation
4,aiming,9d7c48,104,45,45,-11,15,rotation
4,aiming,9d7c48,105,45,45,-18,15,rotation
4,aiming,9d7c48,106,75,45,NA,15,rotation
4,aiming,9d7c48,107,105,45,-23,15,rotation
4,aiming,9d7c48,108,135,45,-24,15,rotation
4,aiming,9d7c48,109,75,45,-21,15,rotation
4,aiming,9d7c48,110,135,45,-16,15,rotation
4,aiming,9d7c48,111,45,45,-15,15,rotation
4,aiming,9d7c48,112,105,45,-23,15,rotation
4,aiming,9d7c48,113,75,45,-17,15,rotation
4,aiming,9d7c48,114,105,45,-21,15,rotation
4,aiming,9d7c48,115,135,45,-19,15,rotation
4,aiming,9d7c48,116,45,45,-15,15,rotation
4,aiming,9d7c48,117,105,45,-20,15,rotation
4,aiming,9d7c48,118,75,45,-13,15,rotation
4,aiming,9d7c48,119,45,45,-14,15,rotation
4,aiming,9d7c48,120,135,45,-19,15,rotation
4,aiming,9b89e6,1,135,0,3,15,baseline
4,aiming,9b89e6,2,75,0,1,15,baseline
4,aiming,9b89e6,3,45,0,0,15,baseline
4,aiming,9b89e6,4,105,0,1,15,baseline
4,aiming,9b89e6,5,45,0,1,15,baseline
4,aiming,9b89e6,6,135,0,1,15,baseline
4,aiming,9b89e6,7,75,0,0,15,baseline
4,aiming,9b89e6,8,105,0,0,15,baseline
4,aiming,9b89e6,9,45,0,3,15,baseline
4,aiming,9b89e6,10,105,0,2,15,baseline
4,aiming,9b89e6,11,75,0,-1,15,baseline
4,aiming,9b89e6,12,135,0,1,15,baseline
4,aiming,9b89e6,13,135,0,1,15,baseline
4,aiming,9b89e6,14,75,0,1,15,baseline
4,aiming,9b89e6,15,45,0,0,15,baseline
4,aiming,9b89e6,16,105,0,1,15,baseline
4,aiming,9b89e6,17,75,0,0,15,baseline
4,aiming,9b89e6,18,105,0,1,15,baseline
4,aiming,9b89e6,19,45,0,2,15,baseline
4,aiming,9b89e6,20,135,0,2,15,baseline
4,aiming,9b89e6,21,75,45,1,15,rotation
4,aiming,9b89e6,22,45,45,2,15,rotation
4,aiming,9b89e6,23,135,45,3,15,rotation
4,aiming,9b89e6,24,105,45,1,15,rotation
4,aiming,9b89e6,25,105,45,1,15,rotation
4,aiming,9b89e6,26,75,45,1,15,rotation
4,aiming,9b89e6,27,135,45,1,15,rotation
4,aiming,9b89e6,28,45,45,1,15,rotation
4,aiming,9b89e6,29,105,45,2,15,rotation
4,aiming,9b89e6,30,45,45,2,15,rotation
4,aiming,9b89e6,31,135,45,2,15,rotation
4,aiming,9b89e6,32,75,45,0,15,rotation
4,aiming,9b89e6,33,75,45,0,15,rotation
4,aiming,9b89e6,34,105,45,1,15,rotation
4,aiming,9b89e6,35,135,45,0,15,rotation
4,aiming,9b89e6,36,45,45,2,15,rotation
4,aiming,9b89e6,37,45,45,1,15,rotation
4,aiming,9b89e6,38,135,45,0,15,rotation
4,aiming,9b89e6,39,105,45,1,15,rotation
4,aiming,9b89e6,40,75,45,0,15,rotation
4,aiming,9b89e6,41,135,45,0,15,rotation
4,aiming,9b89e6,42,45,45,-1,15,rotation
4,aiming,9b89e6,43,75,45,0,15,rotation
4,aiming,9b89e6,44,105,45,-1,15,rotation
4,aiming,9b89e6,45,135,45,0,15,rotation
4,aiming,9b89e6,46,75,45,0,15,rotation
4,aiming,9b89e6,47,105,45,1,15,rotation
4,aiming,9b89e6,48,45,45,-1,15,rotation
4,aiming,9b89e6,49,135,45,0,15,rotation
4,aiming,9b89e6,50,105,45,0,15,rotation
4,aiming,9b89e6,51,75,45,0,15,rotation
4,aiming,9b89e6,52,45,45,2,15,rotation
4,aiming,9b89e6,53,75,45,1,15,rotation
4,aiming,9b89e6,54,45,45,2,15,rotation
4,aiming,9b89e6,55,135,45,1,15,rotation
4,aiming,9b89e6,56,105,45,1,15,rotation
4,aiming,9b89e6,57,75,45,2,15,rotation
4,aiming,9b89e6,58,45,45,2,15,rotation
4,aiming,9b89e6,59,135,45,0,15,rotation
4,aiming,9b89e6,60,105,45,2,15,rotation
4,aiming,9b89e6,61,105,45,0,15,rotation
4,aiming,9b89e6,62,135,45,1,15,rotation
4,aiming,9b89e6,63,45,45,2,15,rotation
4,aiming,9b89e6,64,75,45,2,15,rotation
4,aiming,9b89e6,65,105,45,1,15,rotation
4,aiming,9b89e6,66,135,45,-2,15,rotation
4,aiming,9b89e6,67,45,45,1,15,rotation
4,aiming,9b89e6,68,75,45,2,15,rotation
4,aiming,9b89e6,69,75,45,0,15,rotation
4,aiming,9b89e6,70,135,45,-1,15,rotation
4,aiming,9b89e6,71,105,45,0,15,rotation
4,aiming,9b89e6,72,45,45,0,15,rotation
4,aiming,9b89e6,73,45,45,-2,15,rotation
4,aiming,9b89e6,74,105,45,0,15,rotation
4,aiming,9b89e6,75,135,45,0,15,rotation
4,aiming,9b89e6,76,75,45,1,15,rotation
4,aiming,9b89e6,77,105,45,0,15,rotation
4,aiming,9b89e6,78,45,45,0,15,rotation
4,aiming,9b89e6,79,135,45,-1,15,rotation
4,aiming,9b89e6,80,75,45,0,15,rotation
4,aiming,9b89e6,81,45,45,1,15,rotation
4,aiming,9b89e6,82,135,45,-1,15,rotation
4,aiming,9b89e6,83,75,45,1,15,rotation
4,aiming,9b89e6,84,105,45,1,15,rotation
4,aiming,9b89e6,85,75,45,0,15,rotation
4,aiming,9b89e6,86,135,45,1,15,rotation
4,aiming,9b89e6,87,105,45,2,15,rotation
4,aiming,9b89e6,88,45,45,1,15,rotation
4,aiming,9b89e6,89,75,45,1,15,rotation
4,aiming,9b89e6,90,45,45,1,15,rotation
4,aiming,9b89e6,91,105,45,0,15,rotation
4,aiming,9b89e6,92,135,45,0,15,rotation
4,aiming,9b89e6,93,105,45,2,15,rotation
4,aiming,9b89e6,94,45,45,2,15,rotation
4,aiming,9b89e6,95,75,45,1,15,rotation
4,aiming,9b89e6,96,135,45,-1,15,rotation
4,aiming,9b89e6,97,105,45,0,15,rotation
4,aiming,9b89e6,98,45,45,0,15,rotation
4,aiming,9b89e6,99,75,45,2,15,rotation
4,aiming,9b89e6,100,135,45,-1,15,rotation
4,aiming,9b89e6,101,75,45,1,15,rotation
4,aiming,9b89e6,102,105,45,0,15,rotation
4,aiming,9b89e6,103,135,45,-2,15,rotation
4,aiming,9b89e6,104,45,45,2,15,rotation
4,aiming,9b89e6,105,135,45,-1,15,rotation
4,aiming,9b89e6,106,45,45,0,15,rotation
4,aiming,9b89e6,107,75,45,1,15,rotation
4,aiming,9b89e6,108,105,45,2,15,rotation
4,aiming,9b89e6,109,135,45,-2,15,rotation
4,aiming,9b89e6,110,105,45,2,15,rotation
4,aiming,9b89e6,111,75,45,2,15,rotation
4,aiming,9b89e6,112,45,45,1,15,rotation
4,aiming,9b89e6,113,105,45,0,15,rotation
4,aiming,9b89e6,114,135,45,0,15,rotation
4,aiming,9b89e6,115,45,45,2,15,rotation
4,aiming,9b89e6,116,75,45,0,15,rotation
4,aiming,9b89e6,117,135,45,1,15,rotation
4,aiming,9b89e6,118,105,45,0,15,rotation
4,aiming,9b89e6,119,45,45,3,15,rotation
4,aiming,9b89e6,120,75,45,2,15,rotation
4,aiming,de3ac9,1,75,0,1,15,baseline
4,aiming,de3ac9,2,105,0,0,15,baseline
4,aiming,de3ac9,3,135,0,2,15,baseline
4,aiming,de3ac9,4,45,0,3,15,baseline
4,aiming,de3ac9,5,135,0,2,15,baseline
4,aiming,de3ac9,6,105,0,1,15,baseline
4,aiming,de3ac9,7,75,0,1,15,baseline
4,aiming,de3ac9,8,45,0,2,15,baseline
4,aiming,de3ac9,9,45,0,0,15,baseline
4,aiming,de3ac9,10,105,0,2,15,baseline
4,aiming,de3ac9,11,75,0,2,15,baseline
4,aiming,de3ac9,12,135,0,-1,15,baseline
4,aiming,de3ac9,13,75,0,1,15,baseline
4,aiming,de3ac9,14,45,0,2,15,baseline
4,aiming,de3ac9,15,135,0,0,15,baseline
4,aiming,de3ac9,16,105,0,1,15,baseline
4,aiming,de3ac9,17,45,0,1,15,baseline
4,aiming,de3ac9,18,135,0,1,15,baseline
4,aiming,de3ac9,19,75,0,1,15,baseline
4,aiming,de3ac9,20,105,0,2,15,baseline
4,aiming,de3ac9,21,45,45,2,15,rotation
4,aiming,de3ac9,22,105,45,2,15,rotation
4,aiming,de3ac9,23,75,45,1,15,rotation
4,aiming,de3ac9,24,135,45,-48,15,rotation
4,aiming,de3ac9,25,135,45,NA,15,rotation
4,aiming,de3ac9,26,45,45,NA,15,rotation
4,aiming,de3ac9,27,105,45,7,15,rotation
4,aiming,de3ac9,28,75,45,-56,15,rotation
4,aiming,de3ac9,29,135,45,-56,15,rotation
4,aiming,de3ac9,30,75,45,-21,15,rotation
4,aiming,de3ac9,31,105,45,-47,15,rotation
4,aiming,de3ac9,32,45,45,-19,15,rotation
4,aiming,de3ac9,33,135,45,-18,15,rotation
4,aiming,de3ac9,34,75,45,-14,15,rotation
4,aiming,de3ac9,35,45,45,-21,15,rotation
4,aiming,de3ac9,36,105,45,-30,15,rotation
4,aiming,de3ac9,37,75,45,-24,15,rotation
4,aiming,de3ac9,38,45,45,-20,15,rotation
4,aiming,de3ac9,39,105,45,-29,15,rotation
4,aiming,de3ac9,40,135,45,-30,15,rotation
4,aiming,de3ac9,41,135,45,-24,15,rotation
4,aiming,de3ac9,42,105,45,-24,15,rotation
4,aiming,de3ac9,43,75,45,-21,15,rotation
4,aiming,de3ac9,44,45,45,-24,15,rotation
4,aiming,de3ac9,45,45,45,-26,15,rotation
4,aiming,de3ac9,46,75,45,-22,15,rotation
4,aiming,de3ac9,47,135,45,-27,15,rotation
4,aiming,de3ac9,48,105,45,-27,15,rotation
4,aiming,de3ac9,49,105,45,-19,15,rotation
4,aiming,de3ac9,50,135,45,-25,15,rotation
4,aiming,de3ac9,51,75,45,-22,15,rotation
4,aiming,de3ac9,52,45,45,-26,15,rotation
4,aiming,de3ac9,53,75,45,-29,15,rotation
4,aiming,de3ac9,54,105,45,-33,15,rotation
4,aiming,de3ac9,55,45,45,-30,15,rotation
4,aiming,de3ac9,56,135,45,-23,15,rotation
4,aiming,de3ac9,57,45,45,-20,15,rotation
4,aiming,de3ac9,58,105,45,-31,15,rotation
4,aiming,de3ac9,59,135,45,-35,15,rotation
4,aiming,de3ac9,60,75,45,-27,15,rotation
4,aiming,de3ac9,61,75,45,-32,15,rotation
4,aiming,de3ac9,62,105,45,-31,15,rotation
4,aiming,de3ac9,63,135,45,-35,15,rotation
4,aiming,de3ac9,64,45,45,-22,15,rotation
4,aiming,de3ac9,65,75,45,-34,15,rotation
4,aiming,de3ac9,66,105,45,-30,15,rotation
4,aiming,de3ac9,67,135,45,-27,15,rotation
4,aiming,de3ac9,68,45,45,-24,15,rotation
4,aiming,de3ac9,69,45,45,-29,15,rotation
4,aiming,de3ac9,70,105,45,-27,15,rotation
4,aiming,de3ac9,71,135,45,-33,15,rotation
4,aiming,de3ac9,72,75,45,-26,15,rotation
4,aiming,de3ac9,73,105,45,-29,15,rotation
4,aiming,de3ac9,74,75,45,-29,15,rotation
4,aiming,de3ac9,75,45,45,-25,15,rotation
4,aiming,de3ac9,76,135,45,-22,15,rotation
4,aiming,de3ac9,77,75,45,-27,15,rotation
4,aiming,de3ac9,78,135,45,-26,15,rotation
4,aiming,de3ac9,79,105,45,-29,15,rotation
4,aiming,de3ac9,80,45,45,-26,15,rotation
4,aiming,de3ac9,81,75,45,-27,15,rotation
4,aiming,de3ac9,82,135,45,-33,15,rotation
4,aiming,de3ac9,83,45,45,-25,15,rotation
4,aiming,de3ac9,84,105,45,-34,15,rotation
4,aiming,de3ac9,85,105,45,-33,15,rotation
4,aiming,de3ac9,86,45,45,-27,15,rotation
4,aiming,de3ac9,87,75,45,-27,15,rotation
4,aiming,de3ac9,88,135,45,-29,15,rotation
4,aiming,de3ac9,89,105,45,-31,15,rotation
4,aiming,de3ac9,90,75,45,-25,15,rotation
4,aiming,de3ac9,91,135,45,-27,15,rotation
4,aiming,de3ac9,92,45,45,-23,15,rotation
4,aiming,de3ac9,93,105,45,-29,15,rotation
4,aiming,de3ac9,94,75,45,-27,15,rotation
4,aiming,de3ac9,95,135,45,-31,15,rotation
4,aiming,de3ac9,96,45,45,-19,15,rotation
4,aiming,de3ac9,97,75,45,-21,15,rotation
4,aiming,de3ac9,98,135,45,-26,15,rotation
4,aiming,de3ac9,99,105,45,-28,15,rotation
